rating,rating_raw,date,content
5,★★★★★,2016-03-05,"★★★★★ Watched by Aaron White 05 Mar 2016
With its strong message about acceptance, inclusion, anti-bullying, and pursuing your dreams, Disney has made an animated film that is not only fun but says something important. Essentially just an animated buddy cop film, it is full of Disney references and even a hilarious Breaking Bad gag. Some may find the self-awareness too much or may think there is more focus on the message than needed, but my kids and I did not. The way I see it, Disney is… more
5 likes"
4,★★★★,2016-03-05,"★★★★
Watched by Taylor Shofner 05 Mar 2016
A fun time at the movies. Wonderfully creative, funny, and surprisingly ambitious. It takes balls to tackle race, and while the metaphors at play here are a little muddled due to the predator vs. prey thing, the overall message is sound. Looking forward to the next one.
No likes yet"
5,★★★★★,2016-03-05,"★★★★★
Watched by jes716 05 Mar 2016
LOVE! Such a feel good and entertaining movie with a great message! Didn't want it to end!
No likes yet"
4.5,★★★★½,2016-03-06T01:01:28.104Z,"★★★★½
Added by Barkev 6 Mar 2016
Necessary viewing for Donald Trump supporters.
This is the best Disney Animation Studios film since Wreck it Ralph. I was not expecting the level of creativity, hilariocity and social commentary that I got from the same studio that was responsible for Frozen and Big Hero 6. This movie comes at you full force, right out of the gate and builds a troubling world that is not at all far from our own. I hope it teaches our children a valuable… more
No likes yet"
4,★★★★,2016-03-05,"★★★★
Watched by Connor Adamson 05 Mar 2016
Zootopia was listed as my most anticipated film of the year. As soon as the I saw the famed ""Sloth"" trailer, I knew this would be something special. Soon enough, the reviews began to fly in about this was an excellent and game-changing film. Proclaimed one of Disney's best in years, I went into the theater ready for an excellent experience. While the hype train probably blew it slightly out of proportion, it was still a very excellent and poignant… more
No likes yet"
3,★★★,2016-03-04,"★★★ Watched by Alex Lyons 04 Mar 2016
Richard Scarry's Do The Right Thing
1 like"
4,★★★★,2016-03-05,"★★★★
Watched by babelfish42 05 Mar 2016
Really great, for adults and kids. More of a kids movie than Wall-E, but more of an adult's movie than most animated fare.
No likes yet"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Tim 05 Mar 2016
An amazing Disney movie. Sure to be a classic
No likes yet"
4,★★★★,2016-03-05,"★★★★
Watched by mm 05 Mar 2016
2
The best thing I can say about this movie is that Walt Disney would have been extremely proud of it. Or maybe not considering the movie's message and his *ahem* bias towards people of the Jewish faith.
In normal circumstances, I'd say that this is the best animated movie I've seen since, I don't know, TOY STORY 3, but these aren't normal circumstances. Pixar changed the game 8 or so months ago, so ZOOTOPIA will have to take the silver this time.
I'd be shocked if this doesn't make my end-of-the-year favorites list.
2 likes"
5,★★★★★,2016-03-05,"★★★★★
Watched by Darksky 05 Mar 2016
2
A:
*FANTABULOUS*
Oh my word. If Disney's animated flicks get any better than they already are, the universe will probably unmake itself in confusion. 'Zootopia' is literally one of the most inspiring films I've ever seen in the theatre, and is already going to be one of the top ten of the year. Wall-to-wall laugh-out-loud humor (including a delicious Godfather spoof) is matched by great characters, a stellar plot, and wonderful, subtle messages. Truly fantabulous. Skip over pretty much everything else in the box office and go see this.
6 likes"
3.5,★★★½,2016-03-04,"★★★½
Watched by Adam8174 04 Mar 2016
Zootopia has a dumb, simplistic premise that I found really hard to get excited about before it came out. The world feels like, on the surface, a Bojack Horseman with kid jokes, a mock-up of the real world with a bunch of animal puns and silly scenarios. I was pleasantly surprised, then, that there were moments of genuine evocative worldbuilding pleasure in this movie. It presents an absurd premise-animals become conscious like people and build a giant technologically advanced and… more
No likes yet"
3.5,★★★½,2016-03-04,"★★★½ Watched by Levi Huffman 04 Mar 2016
Equally colorful and political, Zootopia needs to be seen by everyone before they vote this November.
1 like"
4,★★★★,2016-03-05,"★★★★
Watched by Andy Nelson 05 Mar 2016
Possibly one of the best Disney characters in recent ages. Judy is just incredible as a character and Ginnifer Goodwin fully realizes her. Jason Bateman's character falls a bit flat unfortunately, and I think that's where my problems lie. While I really loved the overall story, I never found myself emotionally connected to it.
On the technical side, the advances in animation never cease to amaze me. This seriously is a gorgeous film. Just stunning.
11 likes"
5,★★★★★,2016-03-06T02:00:17.060Z,"★★★★★ Added by Thomas L 6 Mar 2016
Zootopia featured the voices of
Jason Bateman(from Horrible Bosses), Ginnifer Goodwin(from once Upon A Time), Idris Elba(from Beasts of No Nation), Jenny Slate(from Married), Nate Torrence(from Super Fun Night), Bonnie Hunt(from Cheaper By The Dozen), Don Lake(from Almost Heroes), Tommy Chong(from Cheech & Chong: Up In Smoke), J.K. Simmons(from Whiplash), Octavia Spencer(from The Help), Alan Tudyk(from Suburgatory), Raymond S. Persi(from Wreck-It Ralph), Tommy Tiny Lister Jr.(from Little Nicky), Kristen Bell(from Frozen) & Josh Dallas(from once Upon A Time). Zootopia is also directed… more
No likes yet"
4,★★★★,2016-03-05,"★★★★
Watched by Jake Elder 05 Mar 2016
Amazing animation, has a lot to say about society by way of talking animals. Recommended.
No likes yet"
4.5,★★★★½,2016-03-05,"★★★★½ Watched by bem 05 Mar 2016
IM IN REAL DEEP TROUBLE HERE
No likes yet"
4,★★★★,2016-03-06T02:26:54.200Z,"★★★★ Added by Filmusicinemike 6 Mar 2016
This movie was a total blast.
""Zootopia"" is one of the best times you will have in a theater this year.
All the references (The Godfather) and some surprisingly crude humor will make this an extremely enjoyable watch.
Don't miss it!
1 like"
4,★★★★,2016-03-05,"★★★★ Watched by Claudio Alvarez Rodriguez 05 Mar 2016
Wow.
3 likes"
4.5,★★★★½,2016-03-03,"★★★★½ Watched by Jeffrie Núñez 03 Mar 2016
Zootopia
Movie Review
By: Jeffrie Núñez
Zootopia is the newest Disney animated flick. It stars the voices of Ginnifer Goodwin as Lt Judy Hopps and Jason Bateman as Nick Wilde. As well as the voices of J.K Simmons, Idris Elba and Shakira
The movie starts out with Judy Hopps as a little rabbit wanting to be a cop. Of course no one takes her serious since she's a rabbit so when she grows up she's a meter maid who gives… more
No likes yet"
3.5,★★★½,2016-03-06,"★★★½ Watched by Doug Dillaman 06 Mar 2016
Disney's latest endearing feature is lacking in the visual chops of KUNG FU PANDA cinematography-wise, but better in the minute details of character animation (especially faces). Aces in its world building and lots of terrific gags, which makes up for a bit of the script-by-committee feel and the Big Message Song at the end.
4 likes"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by trey 🍂 05 Mar 2016
While it may get a little heavy-handed at times with its message, Disney's newest film is nothing short of brilliant. One of the best Disney films of all time. From the in-universe jokes, to the heartfelt moments, to the creative usage of animals-only universe, ZOOTOPIA is a triumph, and deserves all of the praise that it receives.
5 likes"
4.5,★★★★½,2016-03-06T03:14:13.005Z,"★★★★½ Added by David Abrams 6 Mar 2016
This movie was awesome! Such a cute, funny, and entertaining movie with beautifully stunning animation! Like all Disney films, Zootopia has a great underlying message beneath the surface of all the fun and humorous goodness. Disney has done it again! Grade: A-
No likes yet"
5,★★★★★,2016-03-05,"★★★★★
Watched by David Rosario 05 Mar 2016
I can't think of a single thing that I disliked about this movie.
2 likes"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Eric Zavinski 05 Mar 2016
I've been extremely pleased with Disney's animated efforts lately, and Zootopia marks that peak of childish pleasure I'm feeling right now!
Filled with creative representations of a zoolopic world, details are spurting everywhere in this labor of love on behalf of several story artists and a team that has created the best looking Disney film to date.
Don't go in expecting this film to be shallow either. What may be meant for, or at least targeted at, kids, blossoms into… more
No likes yet"
3.5,★★★½,2016-03-05,"★★★½ Watched by Sam 05 Mar 2016
71/100
A complex, articulate and ultra-modern anti-prejudice allegory that really elevates the anthropomorphized animal shtick to a new level of usefulness and tact. Who would have thought the classic '80s buddy cop movie '48 Hours' would go on to directly inspire a Disney Animation Studios movie?!
As a clever animal-themed caper, slightly let down by the hype machine. I'm very mixed on the character designs; though the detail and smoothness of the animation is top notch, some of the animals… more
8 likes"
4,★★★★,2016-03-05,"★★★★ Watched by Jacob George 05 Mar 2016
1
Excellent. Slow start, strong finish.
No likes yet"
5,★★★★★,2016-03-06,"★★★★★
Watched by andie 06 Mar 2016
Halfway through the movie the kid in front of me said that he wanted to go home
6 likes"
3.5,★★★½,2016-03-05,"★★★½ Watched by Ben C 05 Mar 2016
Inherent Mice?
As far as animated animal-based racial parables go, this ain't half bad. It doesn't have the most nuanced insight in the world (and a few too many stereotype-based jokes make the commentary a bit hard to take seriously), but the characters are entertaining and the world-building is so detailed and clever that it's hard to mind.
Question, though: What do predators eat in this universe?
1 like"
4.5,★★★★½,2016-03-05,"★★★★½ Watched by kylie lynn 05 Mar 2016
This review may contain spoilers. I can handle the truth.

1 like"
4,★★★★,2016-03-05,"★★★★
Watched by Jamie 05 Mar 2016
One of the more socially relevant recent releases, and it happens to be a funny and thoroughly entertaining animated film.
No likes yet"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Gregg Humphrey 05 Mar 2016
Excellent with a great messsge !
1 like"
5,★★★★★,2016-03-05,"★★★★★
Watched by Philip Moore 05 Mar 2016
Smart, clever, funny, amazing, and overall great film.
No likes yet"
2,★★,2016-03-05,"★★ Watched by Michael Pang 05 Mar 2016
Zootopia is Crash for children.
3 likes"
5,★★★★★,2016-03-05,"★★★★★
Watched by Erika Sorrel 05 Mar 2016
Amazing!
No likes yet"
3.5,★★★½,2016-03-05,"★★★½
Watched by TJ D 05 Mar 2016
Zootopia is such a shaggy detective story, not unlike recent films like Inherent Vice, though it doesn't quite hit the highs of that Paul Thomas Anderson, thanks mostly to the fact that as a Disney Animation Studios film, it has to play broad.
While this film plays broad, it works on several levels, thanks to the fact that it gels so well. The two leads as Officer Judy Hopps and Nick Wild have a lot of chemistry. The mystery is… more
No likes yet"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Mike Farrow / Karmasux96 05 Mar 2016
Much, MUCH better than I expected. Honestly, the marketing does this movie a complete disservice. Instead of the kid-focused, gag-driven movie the trailers try to sell, this is instead a smart and timely movie with a strong (and much-needed) message played out in a fun homage to crime movies.
Ample humor, creative world building, a pretty stacked voice cast, excellent animation, and a genuinely interesting (albeit predictable) story. Strongly recommended to kids and adults alike.
1 like"
2.5,★★½,2016-03-05,"★★½ Watched by Chili Nelson 05 Mar 2016
I admire the movie for its themes of tolerance and understanding, and for using the buddy-cop/noir formula as a foundation for a children's film, but it approaches many of those ideas too lifelessly to elicit much of a reaction.
No likes yet"
4,★★★★,2016-03-05,"★★★★
Watched by Scott Anderson 05 Mar 2016
8
The mind of a child is both beautiful and terrifyingly fragile. If someone so young and so easily influenced is taught to hate by the very people they look up to, the ignorance of blind prejudice will continue onto a new generation. I have seen it happening in front of my eyes and it makes me so sad. It's not okay and it doesn't have to be this way.
Bravo to Disney Animation for releasing a new film that brilliantly… more
42 likes"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Rachel🧚🏻‍♀️ 05 Mar 2016
Pixar just seems to be doing it for me since Good Dinosaur. After seeing the preview for this movie back in December I was a bit cautious going in. I felt that it was just going to be ""ok"" and that there was a possibility that most of the good scenes were in the trailer. I was way wrong and Pixar continues to make good, solid family movies.
Zootopia is all about discrimination. I won't spoil anything but the message… more
No likes yet"
4.5,★★★★½,2016-03-05,"★★★★½ Watched by Edison 05 Mar 2016
Disney continues their hot streak with Zootopia, a buddy cop movie set in a world where animals have evolved like humans. The story follows Judy Hopps, a bunny with aspirations of being a cop in the city of Zootopia, even though everyone tells her that bunnies don't have what it takes. Once she becomes a police officer she has to team up with a con artist fox to uncover a conspiracy in Zootopia. The main plot is good enough on… more
1 like"
4,★★★★,2016-03-05,"★★★★ Watched by Josh Margherita 05 Mar 2016
1
This is a fantastic film! I enjoyed every second of it and I had a great time. This is not anywhere close to being Disney's best, but it is a hell of a lot of fun.
No likes yet"
5,★★★★★,2016-03-05,"★★★★★
Watched by Matt 05 Mar 2016
""This isn't some cartoon musical where all your dreams meticulously come true. Now, let it go.""
I flatout loved this one. No shame in it.
From the insanely-detailed world-building (the shots of Zootopia when Judy first sees it from the train) and attention to detail (the juice bar has a tube to shoot the drinks up to giraffes) to the voice-acting and rapid-fire gags & puns. The social issues aren't even nearly as forced as I thought they would be first… more
31 likes"
3,★★★,2016-03-05,"★★★
Watched by Jack 05 Mar 2016
Zootopia Movie Review
Zootopia takes place in a city of anthropomorphic animals where a rookie bunny cop and a sly con artist fox must work together to uncover a conspiracy. While the message Zootopia has to offer is important, the heart of the film is its characters, and the joy ride the story puts you on.
The voice cast is great in this film, totally disappearing into their characters. The characters of Ginnifer Goodwin and Jason Bateman's characters, Judy Hopps… more
No likes yet"
3,★★★,2016-03-05,"★★★ Watched by Gwen Gardiner 05 Mar 2016
Oof, this is a messy one. Was remarkably onboard with the anthropomorphic noir and a mainstream cartoon about institutional racism but Wow does it lose control of its metaphor real fast.
Still, given the choice between misguided ambition and soulless dreck I'll take a misfire like this any day (the ability to make this kind of reference-heavy stuff pleasant puts Dreamworks to shame).
Oh also Jenny Slate is easily the MVP even though her motivation doesn't really fit into the central thesis of the movie? Extra 1/2 star for her.
2 likes"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Michael V. 05 Mar 2016
Walt Disney might not have loved this movie's message if he had seen it. I'm just glad that his company felt differently.
Who would have thought that one of the most socially, culturally aware mainstream films of recent times would be a Disney Animated film? And that that film would still be as entertaining and fun if not more so than other recent animated features?
An absolutely excellent picture.
No likes yet"
4,★★★★,2016-03-05,"★★★★
Watched by Sgt. Pepper / Johnny Kashmir 05 Mar 2016
Disney proves once again that they're in a new renaissance period with Zootopia. Technically speaking, it's very impressive, as the film boasts ravishing animation and very impressive world building - it definitely shows that the creators paid a lot of attention to detail when creating a world in which animals can conveniently coexist. The film is also a lot more astute than a lot of animated films when its social commentary (and other aspects of its world) are accounted for.… more
8 likes"
3,★★★,2016-03-05,"★★★ Watched by CureTap 05 Mar 2016
Racism is bad, yo.
Leans way too heavily on it's main theme, but beyond that, it's a really charming kids movie.
No likes yet"
2.5,★★½,2016-03-05,"★★½ Watched by Murphy 05 Mar 2016
The best animated movies are those that are entertaining and appealing for both adults and children, blending jokes and experiences that are familiar for both sides. Inside Out, The Incredibles, Monsters Inc are some of the numerous examples that get this right. This is where Zootopia fails: half the jokes are low brow animal humor, the other half are things only adults would understand (the DMV, Jesse and Walter reference, ""My tax dollars pay your salary"" {which is the best… more
3 likes"
3.5,★★★½,2016-03-06T06:16:57.122Z,"★★★½ Added by jams 6 Mar 2016
great looking. good voice acting. important message. from adult eyes, it can seem a little too obvious at times but for kids it has the potential to really open eyes. if it helps even one kid not be a shit head then awesome.
No likes yet"
4.5,★★★★½,2016-03-03,"★★★★½
Watched by Mike Webb 03 Mar 2016
REVIEW WORK IN PROGRESS
Zootopia (or Zootropolis in other countries) is the return of all Disney glory.
Set in a world of anthropomorphic animals, Judy Hopps (voiced by Ginnifer Goodwin) dreams of becoming the first rabbit police officer in the colorful titular city. Her dream later becomes reality, but realizes that being on a police force of big tough animals isn't easy. Determined to prove herself, she jumps at the opportunity to crack a missing mammal case. Unfortunately, that means she has to partner with Nick Wilde (voiced by Jason Bateman), a con artist fox to help solve the case.
No likes yet"
4.5,★★★★½,2016-03-06,"★★★★½
Watched by Keflik Wu 06 Mar 2016
有趣的是不只借用了動物的型，也將物種與人類社會中的身份做對比。不過假如真的是“本性”惹的禍，那這些動物們又該如何？但是既然是迪士尼，最後當然還是有個“人為”而且政治正確的單一兇手就是。
No likes yet"
4,★★★★,2016-03-05,"★★★★ Watched by Justin Harlan 05 Mar 2016
It was so good I assumed it was Pixar, but apparently Disney Animation Studios is back in a big way. It's going to be hard to supplant this from the top of my list of 2016's best animated films. It's likely to end up one of my top 5 of the year overall. I think I'll be seeing this again before it leaves theaters.
1 like"
4,★★★★,2016-03-05,"★★★★
Watched by okcordero 05 Mar 2016
This review may contain spoilers. I can handle the truth.
3 likes"
5,★★★★★,2016-03-06,"★★★★★
Watched by Reed Benson 06 Mar 2016
What a timely film.
There's so much to love about this movie. The characterizations were spot-on. I loved Judy Hopps from the get-go; she had the perfect combination of innocent confidence and energy. Characters whose motto is ""You can do whatever you put your mind to"" usually rub me the wrong way, but her child-like (not childish) attitude totally won me over. Meanwhile, I hated Nick Wilde for his smugness and lack of respect as soon as his true colors… more
1 like"
4.5,★★★★½,2016-03-05,"★★★★½ Watched by Jordi Sánchez-Navarro 05 Mar 2016
4
Todos los elogios (y hay práctica unanimidad) están justificados. Incluso me parecen pocos. La mejor película Disney del siglo XXI (y mira que Wreck-It-Ralph y Big Hero 6 son buenas).
30 likes"
,,2016-03-06T11:50:31.564Z,"Added by ericspreng 6 Mar 2016
Disorientating political / historical dynamics. Hillary Clinton's ""super predators."" #BlackLivesMatter. White savior complexes.
2 likes"
4,★★★★,2016-03-05,"★★★★ Watched by Lucy 05 Mar 2016
Contemporary thoughts about racism and discrimination. With animals. Not just for children. Really, really cool.
No likes yet"
4.5,★★★★½,2016-03-06,"★★★★½ Watched by C.M. Teh 06 Mar 2016
Very enjoyable film with adult themes.
No likes yet"
5,★★★★★,2016-03-06T14:07:11.939Z,"★★★★★
Added by Marissa 6 Mar 2016
This film was better than gods of eygpt that's for sure.
1 like"
3,★★★,2016-03-06T14:26:53.422Z,"★★★ Added by TheMovieWaffler.com 6 Mar 2016
Continuing Disney's ""second-renaissance"" that started with 2010's Tangled, Zootropolis (released under the title Zootopia in North America) looks to continue a largely unbroken thread of Disney animated box-office successes (excepting 2011's under-performing Winnie the Pooh). It follows acclaimed works like Wreck-It Ralph, Frozen, and Big Hero 6, and while it should reach similar benchmarks to those films financially speaking, it fails to deliver on the entertainment front. Zootropolis is a perfectly perfunctory adventure for youngsters, but despite occasional moments of adult-appeal, the film is far behind other recent Disney features. Read the rest...
No likes yet"
5,★★★★★,2016-03-05,"★★★★★
Watched by QuinnKong 05 Mar 2016
Zootopia is clever, witty, charming, funny and very entertaining. This is without a doubt one the best animated films in recent memory and it might just be my favorite. While I love The Lego Movie, I'm debating if I liked Zootopia even more and that's saying something. The voice cast was excellent, the animation was gorgeous, and it's not afraid to tackle some important themes. I went into this expecting to like it but I did not expect to love it this much.
22 likes"
3.5,★★★½,2016-03-05,"★★★½ Watched by Fabio Arnold 05 Mar 2016
Zootopia war leider nicht ganz so cool wie erhofft.
Der Teaser / Trailer hat eigentlich schon die witzigsten Szenen gezeigt. Und so war es doch ein etwas ernsterer Animationsfilm. Was nicht unbedingt schlecht ist!
Die Charaktere sind ganz nett geschrieben, sehen gut aus und sind schön animiert.
Die Story an sich ist leider dann doch ein bisschen transparent und man durchschaut sie ab der hälfte.
Das ende war mir dann schon fast zu kitschig mit dem Quoten Song eines Popstars für Animationsfilme…
Für das 3D braucht man nicht unbedingt ins Kino gehen, für mich ist es ein Film für einen schönen Blu-Ray Familienabend.
1 like"
5,★★★★★,2016-03-05,"★★★★★ Watched by Bill Thompson 05 Mar 2016
Disney is a monolith, this is known by all. They have found a process by which their animated features are the equivalent of printed money for the company. There have been times when this has led to a decided lack of quality in their animated features. This is not the case with Zootopia as all involved deliver a master class in animated filmmaking, It's smart, with noir, slapstick comedy, and coming of age elements all wrapped into one. It is… more
No likes yet"
2.5,★★½,2016-03-06,"★★½ Watched by robokick 06 Mar 2016
Can be enjoyable with a crowd. Some good laughs, with a number of clever designs and solutions. Though to me, it's the expected, trite, sterile Hollywood bullshit time and time again.
1 like"
3,★★★,2016-03-05,"★★★ Watched by John Murphy 05 Mar 2016
Zootopia just became the first film that my 2 year old daughter watched in a movie theater. On the one hand, I'm really glad Zootopia was her first film. On the other hand, I am a little embarrassed.
Zootopia is a beautiful film. Some of the shots in this movie are just awe inspiring. The animation is really crisp and all of the camera work is smooth and fluid so we can take in all of the great stuff being… more
No likes yet"
4,★★★★,2016-02-21,"★★★★
Watched by denis bonetti 21 Feb 2016
Buddy-Cops a cartoni. Tempi e trama da adulti. Risate da piccini. Riuscito.
No likes yet"
3,★★★,2016-03-06,"★★★
Watched by Prof. Ratigan 06 Mar 2016
Very impressed by Disney, founded by someone with a dubious history on racial issues, making a movie this bold. Obviously funny and we'll made, it may just do some good.
1 like"
4,★★★★,2016-03-06,"★★★★
Watched by Wes Kelly 06 Mar 2016
It's a noir detective film disguised as a kids movie. Fantastic stuff, Disney. Also, nice Breaking Bad reference.
No likes yet"
4.5,★★★★½,2016-03-06,"★★★★½ Watched by maraki_tpla 06 Mar 2016
πεθαίνω με Mr. Big <3
No likes yet"
3,★★★,2016-03-06,"★★★ Watched by Rahul Adusumilli 06 Mar 2016
I liked quite a few things about it and I'd gladly watch the sequel the day it comes out, but story-wise it's a pretty standard affair. Sticks faithfully and disappointingly to the studio format. Some references are a bit too on the nose too.
And that Shakira song. Oh my god, how awful!
1 like"
3.5,★★★½,2016-03-06,"★★★½
Watched by Antonio Whitehead 06 Mar 2016
I always find the non-Pixar, non-Ghibli animated films that get praised to be a little sterile and soulless. You know, Frozen, Wreck-It Ralph, Big Hero 6, and the like. And I think this one suffers from that feeling too. I was kind of disappointed that they set up this vibrant, detailed world and then put a boring police procedural in the middle of it. Granted, most Pixar films are just road movies in one way or another, but they're also… more
No likes yet"
4,★★★★,2016-03-06,"★★★★
Watched by Metaluna 👽 ⚛️ Mutant 06 Mar 2016
Politicians exploit public fear for their own personal gain? More ofwhat would be expected from House of Cards than Disney animation but all of the messages in Zootopia are pulled off really well - hopefully they stick.
1 like"
4,★★★★,2016-03-05,"★★★★
Watched by kwang 05 Mar 2016
A fine-tuned animation full of energy and creative juices, Zootopia delivers its message in a manner well-suited to current times. Animated tentpole films, Tyler Perry, and superheroes are such cash cows. Producers, take note: time to commence production on Madea's animated superwoman chronicles.
2 likes"
4,★★★★,2016-03-04,"★★★★ Watched by Anish 04 Mar 2016
Zootopia is the best Disney Animation movie since 2010's Tangled. Despite me enjoying BH6 and Wreck-It Ralph more, you can't get much closer to a perfect disney movie. One of the few animation movies to focus on social commentary, instead of jokes, which it still has. Without spoiling anything, Zootopia is my favorite (wide release) movie of the year.
1 like"
3,★★★,2016-03-06T18:31:17.638Z,"★★★ Added by Matt 7 Mar 2016
I guess this is not the first noir set in a society of animals where lions and mice have to rub elbows to crack the case and pop the weasel, but I am not convinced that Zootopia is one of the better in the bunch (Mouse Detective, Rescuers, Mr. Toad, All Dogs Go To Heaven, etc.); for me, it may be the lesser.
In Zootopia, Disney sets up some pins that are already on tilt and throws a ball at… more
1 like"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Rick Williamson 05 Mar 2016
The Movie Lover's Bullet Point Review:
- This movie is gorgeous and the world of Zootopia fully realized.
- The voice cast is astounding!
- A really fantastic topical message of inclusion and what can happen when fear and overgeneralization can grip a society.
- This movie was way more intense than I thought it would be. Some of the action scenes rival those of films like The Incredibles.
- Some great setups and payoffs.
- The only regret is… more
1 like"
4,★★★★,2016-03-06,"★★★★ Watched by M. Ryan 06 Mar 2016
wish this had some type of social commentary behind it
1 like"
4.5,★★★★½,2016-03-06,"★★★★½
Rewatched by TheMummy1999Fan 06 Mar 2016
Probably best not to ""Make Zootopia Great Again"".
1 like"
5,★★★★★,2016-03-06,"★★★★★
Watched by Sammi 06 Mar 2016
So great. So so great. I enjoyed it a lot.
6 likes"
4,★★★★,2016-03-06,"★★★★ Watched by Aaron Fruit 06 Mar 2016
Wildly imaginative environments, architecture an landscapes make this world of intelligent, evolved animals really fun. As always, the Pixar animation is beautiful and the characters are likable.
The moral subtext of the plot line was poignant and timely, yet didn't feel forced as a vehicle of the main plot.
This movie is fun, and multidimensional.
No likes yet"
4,★★★★,2016-03-06,"★★★★
Watched by Connor Sprickman 06 Mar 2016
I enjoyed this movie. This was a nice family film with a bunch a references hidden throughout the movie. This movie would get a ""isgood""
No likes yet"
,,2016-03-06,"Watched by Timothy Kandra 06 Mar 2016
3
Cute, funny and absolutely entertaining, ""Zootopia"" may have been Disney Animation's best film in the past decade. It subtly tackles issues such as diversity and it works with the scenario and premise given. Goodwin and Bateman do some brilliant voice-work and sharing unbreakable and fun chemistry with one another and the gorgeous design of Zootopia and all of the creative ideas brought forward all catch your eye. I do like the message of the film but I feel like it… more
7 likes"
2,★★,2016-03-05,"★★ Watched by sam 05 Mar 2016
liked this better when it was WHO FRAMED ROGER RABBIT.
cute enough, with a nice character in bateman's fox and an anti-prejudice message simple enough for the lil'uns to digest. when do we think disney's going to make another 2D animated movie or has the pixar-ification fully taken over?
1 like"
4,★★★★,2016-03-04,"★★★★
Watched by Papa Sweatt 04 Mar 2016
Zootopia is hella likable. It has a fun adventure, a lovable duo, vibrant animation, and sharp humor, but what makes Zootopia truly standout, is its ability to serve a greater purpose. The themes in this film are incredibly relevant, however, these themes are addressed in clever ways. At first I was worried I was going to be beaten over the head with these themes, due to the sour opening fifteen minutes. I thought I was heading into The Lorax territory… more
9 likes"
3.5,★★★½,2016-03-06,"★★★½
Watched by Nicola Altieri 06 Mar 2016
Visivamente ispiratissimo, con un character designer semplicemente straordinario e una cura per il dettaglio commovente. Apprezzabile il voler creare un buddy cop con sullo sfondo una lieve critica all'illusione del sogno americano ed una precisa e circostanziata riflessione metaforica sul razzismo passato, presente e futuro. Resta però un film Disney con tutti gli obblighi di marketing da ottemperare e, come ovvio e sacrosanto, un target anagraficamente basso che implica un non andare mai realmente in profondità ma del resto sarebbe… more
2 likes"
3,★★★,2016-03-04,"★★★ Watched by Delta 04 Mar 2016
This got a lot of things right.
For one it was truly engaging and enjoyable. Secondly the main characters Judy and Wilde were incredibly real. (Judy reminded me so much of the cop in Sicario) Also there was no unrelatable bad guy who is just bad for the fun of it. The only really bad character is Assistant Mayor Bellwether and she has valid reasons for her actions. Rather the bad things in this movie are like the bad things… more
1 like"
3,★★★,2016-03-06,"★★★ Watched by Jarret 06 Mar 2016
Missed like the last 15 minutes but whatever.
This is perfectly fine. Even though C10's gone, the Kool-aid is still here to stay.
No likes yet"
4.5,★★★★½,2016-03-06,"★★★★½
Watched by Robert Sutton 06 Mar 2016
Cute animal movies are a dime a dozen, but it's not often you get a great children's film that's so on-point and topical about race relations and togetherness. On top of that? My daughter and her best friend were literally having a dance party during the closing credits, which I'm sure is the exact reaction Disney wanted with this movie.
1 like"
5,★★★★★,2016-03-06,"★★★★★
Watched by Marcus Gibson 06 Mar 2016
""Zootopia"" stars Ginnifer Goodwin, Jason Bateman, Idris Elba, and Jenny Slate. Released on March 4, 2016, the film is about a rookie bunny cop who teams up with a sly fox to solve the case of the missing otter.
The film is directed by Byron Howard and Rich Moore, and it is the 55th animated film from Walt Disney Animation Studios. Disney has found its footing once again with creating films that inspire kids and adults with wonderful storytelling and… more
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Richard Fink 04 Mar 2016
Disney has done it again with Zootopia. Probably one of the cutest and funniest films I've seen in a long time, but most importantly it is a very topical films. What easily could have been a lecture of prejudice, Disney was able to create an interesting story with wonderful character. Ginnifer Godwin is perfectly cast as Judy Hopps and no actor was better suited to play a Fox then Jason Bateman. These are two characters I hope we get to… more
2 likes"
4,★★★★,2016-03-06,"★★★★
Watched by Doublas Mk-II 06 Mar 2016
Surprisingly great movie. It could have done without the Gazelle (Shakira) bits though.
2 likes"
4.5,★★★★½,2016-03-06T20:37:02.206Z,"★★★★½
Added by Brian Kirchgessner 7 Mar 2016
Well, this definitely lived up to the hype. Disney Animation been on a new renaissance for a while now, and this is probably one of the best ones so far (Wreck-It Ralph still probably takes the cake overall for me, though). As to be expected, the level of detail and design in the animation is gorgeous (The imagination that went into the world they created is astonishing), and the voice-acting is spot-on, particularly from Ginnifer Goodwin and Jason Bateman.
What… more
2 likes"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Mark Herring 05 Mar 2016
SPOILER ALERT: Zootopia is America in all its flaws and glory.
If you are just writing this film off as a kid’s movie, DON’T!!!
Yes it has cute animated animals but Zootopia is meant for adults and can be enjoyed by kids. In about sixty percent of the jokes, and the best ones, will just fly over kids’ heads and make them wonder why their parents are laughing so hard. (We are talking homages to the Godfather, Breaking Bad, and… more
3 likes"
