rating,rating_raw,date,content
5,★★★★★,2016-03-04,"★★★★★ Watched by MovieSamurai 04 Mar 2016
As timely a Disney movie as we're likely to ever get. With Ferguson, crystal-meth addiction, and a running commentary on the history of racism inherent in the U.S. throughout the 20th century, John Lasseter and his creative team have managed to still remain delightful, witty, touching, visually textured, and fast-paced in this very, very fine film for all ages and tastes. It's quite an achievement, worthy of repeated viewings. Yes, it's that good...and deep, too! Could this be the Inside Out of 2016?
1 like"
3.5,★★★½,2016-03-04,"★★★½
Watched by Thomas M. Willett 04 Mar 2016
Disney tackles race relations with cute animals and a vaguely noirish setting. In a time where film tries its hardest to be progressive, I can only hope that more films like this are made for family audiences. Through inventive meta subtext, this film manages to be a compelling commentary on recent hostilities in society and politics without ever really getting too preachy (though only occasionally on the nose). It's full of fun animation for the kids and a great series… more
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Debbie 04 Mar 2016
2
Disney managed to tell a story about following your dreams, the mob, an evil criminal AND made us think about current societal views on race with animated anthropomorphic animals. And they did it in a way that only Disney can: entertaining for both kids and adults.
Let it be known that I laughed so loudly during the DMV scene and also at the Breaking Bad joke.
The only grievance I have with this film is that I can't get that Shakira song out of my head. I will be humming it for weeks.
3 likes"
,,2016-03-04,"Watched by Bernardo Villela 04 Mar 2016
Allegorical storytelling 101, but so very brilliant at it.
No likes yet"
4,★★★★,2016-03-04,"★★★★ Watched by worf77bb 04 Mar 2016
I thought from the trailer this would be mediocre at best, boy I was wrong. It is full of heart and meaning that we all need at the moment. It's handled with great writing and funny gags that keep the kids laughing. Plus, any cartoon that shout outs Breaking Bad is ok in my book. My expectations were super low so maybe my rating is s little higher because of that, but man I had a blast.
3 likes"
4,★★★★,2016-03-04,"★★★★
Watched by Joan 04 Mar 2016
This review may contain spoilers. I can handle the truth.
1 like"
4,★★★★,2016-03-04,"★★★★ Watched by Rassoodocks 04 Mar 2016
Disney's film noir comedy/bunny cop movie Zootopia starts off 2016 animation with lots of clever, adorable fun. Will be catching this one in theaters again soon.
1 like"
4,★★★★,2016-03-04,"★★★★
Watched by Jameson Berthiaume 04 Mar 2016
If not for its first class animation this could've easily been just another buddy cop movie. Animation aside what's even more impressive is the messages inside Zootopia that reach both kids and adults. It's a fun family film but with something to say.
The ""Godfather"" scene was my favorite part and I also appreciated the Emmet Otter reference.
9 likes"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Cody 04 Mar 2016
54 films watched since last summer and it all came down to this. I'll say this now: this was a very good way to cap off this retrospective.
After that trailer with the sloths and the elephant, I was afraid this movie was going to be like 90% animal puns. But not only are said animal puns almost nonexistent, this is one of the best films to come out of Walt Disney Animation Studios.
What we have here is a… more
No likes yet"
4,★★★★,2016-03-04,"★★★★ Watched by Paul Stanis 04 Mar 2016
This review may contain spoilers. I can handle the truth.
No likes yet"
5,★★★★★,2016-03-04,"★★★★★
Watched by Kyle Jonathan 04 Mar 2016
This is easily the best film in the new Disney canon. It also has a very appropriate message given the current political climate in the USA. Aside from this is charming neo-noir detective story with a genuine mystery, gorgeous imagery, and some well developed characters living in a very detailed world. Worth your time.
1 like"
4,★★★★,2016-03-05T02:42:32.743Z,"★★★★ Added by Aidan 5 Mar 2016
Wonderful
No likes yet"
5,★★★★★,2016-03-04,"★★★★★
Watched by Josh Austin 04 Mar 2016
""Life's a little bit messy. We all make mistakes. No matter what type of animal you are, change starts with you.""
Zootopia is directed by Byron Howard and Rich Moore with voices provided by Ginnifer Goodwin and Jason Bateman. This movie tells the story of an unlikely friendship and partnership between rabbit police officer Judy Hopps (Ginnifer Goodwin) and red fox con artist Nick Wilde (Jason Bateman) as they uncover a conspiracy that involves missing animal civilians.
Disney has once… more
3 likes"
5,★★★★★,2016-03-04,"★★★★★
Watched by moviegrande 04 Mar 2016
In what is probably in my top 5 favorite Disney movies of all time, ""Zootopia"" is yet another classic film to add to Disney's impressive line-up of the past decade. This movie has it all. Memorable and loveable characters,fantastic animation, great voice cast, And a message that's just as much speaking to the kids as well as adults. I found myself laughing throughout the entire movie, so much that I probably missed a couple subtle ones hidden in there. It's… more
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Richard Bellamy 04 Mar 2016
Always visually interesting, this is a funny, serious, compelling film noir with animals. Amazing how - ever since Aesop's Fables - animals have always been perfect vehicles for depicting human foibles, virtues, and prejudices.
1 like"
5,★★★★★,2016-03-04,"★★★★★
Watched by Brandon Krzysztof 04 Mar 2016
Most fun I've had with an animation film since Lego Movie. Clever, funny, and emotional. It has everything I wanted to see and then more. Some of the most beautiful animation I've seen. Every locale was gorgeous.
1 like"
5,★★★★★,2016-03-04,"★★★★★
Watched by sarahkuczka 04 Mar 2016
Such a fun and exciting adventure! Loved it 👍
1 like"
3.5,★★★½,2016-03-05T03:16:58.652Z,"★★★½
Added by ForeverEwok 5 Mar 2016
""Zootopia"" is a fun generic disney animation film. The voice acting from the two leads are pretty good. The blending of all the species of animals works well. My favorite part of the film was the world and atmosphere. I also think the latter was also the weakest part of the film. The world could have been expanded and explored a bit more.
No likes yet"
5,★★★★★,2016-03-04,"★★★★★ Watched by Caleb 04 Mar 2016
5/5: I've been looking forward to Zootopia ever since the first teaser trailer came out, but I could have never expected the depths that this movie dives into. This is still very much an animated movie that will appeal to kids, but the kids may actually get something out of it. There are consistent undertones of commentary for racism, sexism and stereotyping. This is fresh and important giving the things going on on the world. When the movie presented these… more
1 like"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Nick Shininger 04 Mar 2016
A funny, unique, and entertaining film that works on every level
1 like"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Richard 04 Mar 2016
A wonderfully crafted film. Outstanding story, message, acting and of course witty humor.
May even be the best 2010 animated film from Walt Disney Animation Studios.
No likes yet"
5,★★★★★,2016-03-04,"★★★★★ Watched by Nathan Handley 04 Mar 2016
I applaud Disney for making a kids movie with an actual message that I think kids will understand without shoving it down adults' throats. Zootopia's messages are pretty obvious: don't judge people based on prejudice, don't fear someone because they're different, etc. But the message is delivered in a nuanced, mature way that I rarely see in family fare. It's never stated outright, and there's no one character that learns the lesson. Everyone in the movie is wrong, and everyone… more
No likes yet"
,,2016-03-04,"Watched by patrick m. orr 04 Mar 2016
Zootopia is a film that I don't really know how to feel about.
This is a film with fun animation and the weirdest Shakira cameo I think I'll ever experience. It's also slight furry-propaganda and very heavy-handed when it comes to getting messages across.
What works as a noir-ish mystery in its first two acts really stumbles as it segues into the third, but it isn't by any means bad. I didn't love it but my younger brother did, and that's what matters.
1 like"
5,★★★★★,2016-03-03,"★★★★★
Watched by D. 03 Mar 2016
2
This review may contain spoilers. I can handle the truth.
3 likes"
4,★★★★,2016-03-04,"★★★★ Watched by maddie 04 Mar 2016
While the idea of animals becoming like us humans has an...interesting premise as that alone brings unanswered questions. How did predators become friends with the prey in the first place? What do predators even eat now that they can't eat meat? Why were clothes even invented when they have plenty of fur to keep themselves warm, which I assume is the reason why we humans started wearing clothes? What is the general societal outlook on inter-species breeding now that different… more
2 likes"
2.5,★★½,2016-03-04,"★★½ Watched by Jason 04 Mar 2016
Doing the right thing for the wrong reasons
The world is broken. Let's celebrate our differences!
ZOOTOPIA's a strange one. Corny first-half develops into a more engrossing mystery-thriller. Undercutting misguided and muddled racial allegories. Overall, it is rather unmemorable and aloof.
6 likes"
3.5,★★★½,2016-02-28,"★★★½ Watched by Peng 28 Feb 2016
I liked it. The themes are refreshingly advanced (one big, big pause of an unfortunately muddled metaphor about biology aside), and it's lively enough. I must say, though, that I still found the dramatic parts in Disney's second renaissance films somewhat lacking, WRECK-IT RALPH and TANGLED asides (because the former's joyous world/tone rarely slows down the speed for gooey-ness, and the latter is their real 90s musical throwback, completely in execution, not just elements). They are kind of obvious and… more
3 likes"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Carlos Deleon 04 Mar 2016
So yea, Zootopia is pretty much the most topical movie around - down to talk about ""articulate predators"" and ""rehabilitation"" and ""90% of the population focused on fearing 10%"" to everyone no matter what species having the opportunity to be whatever they want to be.
Shit got pretty dark but I'm hoping kids watching this movie learn something that the world is trying actively not to teach them.
No likes yet"
3.5,★★★½,2016-03-04,"★★★½ Watched by Robert Fuller 04 Mar 2016
The best bit is the sloth, so it's clear why they made it the trailer. For me, the second biggest selling point is the city of Zootopia itself, with its crazy patchwork design and melting pot populace. Racism/prejudice theme is affecting, although didn't The Fox and the Hound go there first? I look forward to the inevitable sequel, when we can get into some real police work.
No likes yet"
4,★★★★,2016-03-04,"★★★★
Watched by Matt Minton 04 Mar 2016
1
Jumbled Thoughts:
Zootopia is the year's biggest surprise so far, and one of the best animated films of the decade. I'm not kidding when I say that Zootopia was an amazing film that had me in tears after about ten minutes. It's a beautifully animated and realized adventure with great relatable characters. This is mainly because of how Zootopia is able to humanize it's animal characters with important, personally touching messages and a layered storyline that's brilliant. The action scenes… more
6 likes"
4,★★★★,2016-03-04,"★★★★
Watched by Michael Gatto 04 Mar 2016
Holy shit, Zootopia is the best Disney film in so long and surely destined to be a classic. Extremely cute and hilarious while also being extremely relevant and emotional.
1 like"
3.5,★★★½,2016-03-04,"★★★½
Watched by DominiqueG 04 Mar 2016
Adorable.
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Alissa Dettelbach 04 Mar 2016
I highly recommend Zootopia. It's a super cute and fun movie with a great underlying theme and beautiful message. Great character progression and story development. There were definitely good twists, but of course some were fairly predictable.
1 like"
5,★★★★★,2016-03-05T04:40:36.562Z,"★★★★★ Added by Josiah 5 Mar 2016
God if any movie studio can pull off such heavy themes in a kids movie it's got to be Disney. This movie literally blew me away on how good it really was. The voice acting is perfect especially Jason Bateman as the fox who did a terrific job. Again the themes get really deep and very heaving hitting that's one of the reasons why I think adults will like this movie more then kids because of its themes of stereotyping… more
No likes yet"
3.5,★★★½,2016-03-04,"★★★½ Watched by KezzieJethro24 04 Mar 2016
A lush, vibrant world created for the sole purpose of providing a Utopia in which furries can get their jollies off.
1 like"
5,★★★★★,2016-03-04,"★★★★★ Watched by Lila 04 Mar 2016
I LOLed at lemmings eating popsicles. An excellent film.
No likes yet"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Damian 05 Mar 2016
Never thought I'd see a narrative on racism told through anthropomorphic animals.
1 like"
3.5,★★★½,2016-03-04,"★★★½
Watched by Rick Chung 04 Mar 2016
Walt Disney Animation's latest endeavour [...] is mostly a charming animated allegory for race relations and police brutality using talking animals and aimed at kids. Zootopia features popular, heartwarming themes of following your dreams, overcoming adversity, and cute animals to uncover not only a detective mystery, but also to teach lessons about judgmental attitudes.
full review @ rickchung.com
No likes yet"
2.5,★★½,2016-03-03,"★★½ Watched by Film Bart 03 Mar 2016
1
Gets the job done overall, succeeding mostly on the strength of its (relatively) knotty noir-tinged plot and some killer gags.
1 like"
4.5,★★★★½,2016-03-03,"★★★★½
Watched by Michelle 03 Mar 2016
I rarely see animated films in theaters anymore. BUT, this was so fucking cute. I loved it. I didn't even mind the CGI. I also can't get that song by Gazelle (Shakira) out of my head.
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Tyler F. 04 Mar 2016
Wow the furries are gonna have a field day with this one.
Walt Disney Pictures has become a juggernaut of production in the recent years, especially when accounting for the growing competition between sister companies Pixar Studios and Walt Disney Animation. Not to mention Disney's acquisition of Marvel Studios and Lucasfilm, with a dozen different releases this year, Zootopia wasn't exactly on my radar. It's been a while since Disney Animation last impressed me: not since 2012's Wreck-It-Ralph. Thankfully, Zootopia,… more
4 likes"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Kyle Scarselli 04 Mar 2016
This film was a great noir, detective/mystery story with all the tropes and twists. And (I guess SPOILER?) it kind of turned into a drug lab bust? I thought Zootopia was wonderful, with all the specialty humor of something like Inside Out, except animal puns and gags instead of emotions and feelings.
I would not be surprised to see Zootopia among the front of the animated pack by the end of the year. What great fun!
1 like"
5,★★★★★,2016-03-04,"★★★★★
Watched by Cheryl 👻 04 Mar 2016
I'm madly in love with this movie
No likes yet"
3.5,★★★½,2016-03-04,"★★★½ Watched by Mark Granados 04 Mar 2016
With an engaging story, clever social commentary on race relations, likable characters, and colorful, vibrant animation, Zootopia is a delightful family movie that is sure to entertain both kids and adults.
No likes yet"
5,★★★★★,2016-03-04,"★★★★★
Watched by Roman Arbisi 04 Mar 2016
1
Gorgeous animation, memorable characters, a plethora of laughs, and a very relevant and intricately handled social commentary that ultimately makes 'Zootopia' a film geared more towards adults than even the children that accompany you. I simply cannot delve into the commentaries the film explores because it will spoil the adventure the film wants to take you on. Figuring out what the city of Zootopia resembles completely affects your perception of the film entirely. I went into 'Zootopia' expecting a more… more
13 likes"
5,★★★★★,2016-03-04,"★★★★★ Watched by drucilla 04 Mar 2016
""Life isn’t some cartoon musical where you sing a little song and your insipid dreams magically come true, so just let it go.""
Do you guys get it? Do you? Let it go.
Also, has any role ever been more suited to Jason Bateman? I mean, really. This was just astounding, with the best writing and best animation I've seen in a cartoon since Pixar's earlier days, and it might be the best thing Disney has put out since the… more
17 likes"
4,★★★★,2016-03-04,"★★★★
Watched by Todd Gaines 04 Mar 2016
65
A Rookie Bunny Cop and a Sly Fox become unlikely partners when a serial kidnapping case takes the city of Zootopia by siege.
I'm more Wreck-It Ralph than Inside Out. I'll take a fun story over extended sappy drama any day of the week. One of the directors, Rich Moore, directed Wreck-It Ralph. It makes sense I like this. The animation isn't a visual mindfuck, but it's easy on the eyes. Nothing flashy, but nothing sloppy either.
The story is… more
577 likes"
4,★★★★,2016-03-05T06:19:57.277Z,"★★★★
Added by Elena K 5 Mar 2016
Zootopia is a film that doesn't sugarcoat or beat around the bush with serious real world issues. Despite being a fun, cute world (which it is, holy shit the hamsters), it serves as the perfect analogy that makes it easy for kids to understand.
They weren't animals just for the sake of being animals.They also weren't animals just because it was a Disney/kids movie. A lot of thought and care went into this film. Clearly they understood that their audience… more
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Lolo 04 Mar 2016
Beautiful, entertaining, and groundbreaking.
Zootopia doesn't pull any punches, it knows exactly what it wants to be, and boy howdy does it succeed! A ""kids movie"" just dealt with the major issues of racism and sexism, and it was masterfully done!
Bravo Disney! Now, if you please, I want 306 sequels of Judy and Nick solving crimes together!
2 likes"
5,★★★★★,2016-03-04,"★★★★★
Watched by rikki 04 Mar 2016
This could easily become my favorite movie. It was the perfect balance of humor for kids and more adult humor which a lot of films can't seem to do. The animation was amazing (Disney is always pretty good about that, though, so I'm not surprised) and the characters! They were all so wonderful.
No likes yet"
5,★★★★★,2016-03-04,"★★★★★
Watched by The Movie Guy 04 Mar 2016
Zootopia is a very smart buddy cop animated film that underneath it's wonderful characters gives this message of believe that you can be anyone you want to be. At its core it's an analogy of our world and touches on themes of racism and stereotypes that you find yourself relating with the movie and can't help but, pause to think. Disney has always used animals as an way to mirror our ourselves in many movies but, for some reason this… more
1 like"
4,★★★★,2016-03-04,"★★★★ Watched by Anby 04 Mar 2016
Generously entertaining. The story occasionally suggests it was written by a committee, but the movie, which illustrates appealing worlds and characters is vastly compelling and richly detailed. It could be examined with delight again and again and again. Just be sure to dip out before the end credits wherein Gazelle (Shakira) worms her way into your ear with a celebratory and entirely unnecessary dance sequence. The rest of the movie will charm you.
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Eddie Chung 04 Mar 2016
As a viewer outside of the film's target demographic, I found ""Zootopia"" to be a more ambitious and accomplished feat than your average Disney fare - largely due to the filmmakers’ impressive ability to both entertain and spark discussions over cleverly-handled social commentary.
No likes yet"
1.5,★½,2016-03-05,"★½ Rewatched by Matthew Saponar 05 Mar 2016
2
much worse somehow
6 likes"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by NatalieKae 04 Mar 2016
This was another pleasant surprise for me. I expected to enjoy it no doubt, but not to the extent that I did. The detail they put into adjusting so many parts of Zootopia to fit multiple species was really great, and OH THE SOCIAL COMMENTARY!!!
Very well done Disney, very well done.
No likes yet"
4,★★★★,2016-03-03,"★★★★
Watched by Chris Hartwell 03 Mar 2016
Though there are limits to the overarching metaphor on which Zootopia rests, I don't actually need Disney to present the meaning to life or provide the answers to all its problems; this is a delightful film with a fun story, wonderful characters, and near flawless animation. Join me as I look closer: youtu.be/WKn2oYrjtu0
4 likes"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Michael H 05 Mar 2016
The kind of movie you hope every kid sees. Packs quite a hefty message into something a 7-year-old can quickly catch on to. It's also simply a hell of a lot of fun in lots of ways. In a span of 30 minutes, you've seen laugh-out-loud gags, a thrilling foot chase, and the beginnings of a police procedural.
2 likes"
4.5,★★★★½,2016-03-02,"★★★★½
Watched by Christine Ko 02 Mar 2016
If only every child on this planet could watch this movie, I could not be happier.
Zootopia may seem like a paradise compared to our world today but it's not as different as you might think. There are some bad apples in Zootopia too and the most prevalent of all, is prejudice. Incredibly blatant prejudice. We recognize and understand it because not only are they stereotypes about those animals but stereotypes we use against people who are different from us.… more
1 like"
5,★★★★★,2016-03-04,"★★★★★
Watched by Thirdmango 04 Mar 2016
I knew very little going in so I was intensely surprised at how good this was. The story is solid, there are actual twists, good dialogue and incredibly funny jokes. The jokes for adults were laid in there really well instead of just spelling them out they laid it in as parts of the story. I laughed really hard a number of times. Very fun. Easily my favorite Disney movie of the 2000s.
2 likes"
4,★★★★,2016-03-04,"★★★★ Watched by Mister Maldoror 04 Mar 2016
The good thing about Disney being a formula mill is that they can sometimes take old formulas and blend them into fresh experiences.
This swiftly creates a well imagined world (which leaves you wanting to see more), characters whose traits and intentions you get behind right away, some hit and miss humour, and scrambles them up with a buddy cop movie textured with wild life related visual puns, and Aesop-esque allegorical substance.
Its embedded messages on prejudice and transcending stereotypes… more
5 likes"
5,★★★★★,2016-03-05T07:09:29.003Z,"★★★★★ Added by Cameron 5 Mar 2016
This movie was a delight. Incredibly good jokes, serious deep messages, and a good pairing with its main characters. Best movie of 2016 so far
2 likes"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Ross Loehner 04 Mar 2016
Animal pants. Prey, no way. Small town furry. Big city scurry. Predator Police Academy. Bunny bias. Fox and hare, beware. Sloooooooooooth. Nude yoga. Savage sickness. Oops. Good lessons for all.
1 like"
,,2016-03-04,"Watched by Azal 04 Mar 2016
I kind of wish I lived in Zootopia.
No likes yet"
3,★★★,2016-03-04,"★★★ Watched by Brenda 04 Mar 2016
2
Saw this and I going to say this upfront my experience for this film was kinda bad with rude people all around me (and fighting over the popcorn bag) screaming children, bored children and the person next to me just predicting what going to happen next very loudly. So we could say this experience of the film maybe ruin it but I kinda doubt that too.
But I want to start off by saying the characters and the world to… more
1 like"
3.5,★★★½,2016-03-04,"★★★½
Watched by 📼R📼 04 Mar 2016
It was probably too much to hope for a bit more subtlety from something targeted at kids, but still. On the other hand, it's so cute and so charming and I laughed many, many times.
1 like"
4,★★★★,2016-03-03,"★★★★
Watched by Daniel Kibbe 03 Mar 2016
Disney Animation's best product in years. A consistently clever, sophisticated yet accessible story drives this energetic film that appeals to all. Great voice acting, and a world well-designed and rendered. My favorite Disney since The Emperor's New Groove.
6 likes"
4,★★★★,2016-03-04,"★★★★
Watched by Russell Hainline 04 Mar 2016
Pretty goddamn delightful. Didn't expect Disney to combine a serious race relations allegory with a dancing Shakira gazelle, but here we are.
Pitch-perfect voice casting, as always-- I wanted to single out Bateman as being especially perfect for his role, but then I thought, ""Well, so is Slate. And Elba. And Goodwin. And Simmons. And...""
I can't recall the last time I heard kids scream the way they did for Flash the Sloth. They all remembered the ads with the funny sloth. Disney's marketing team, man. Can't beat 'em.
12 likes"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Tom Samaroden 04 Mar 2016
Super fun Disney film with a heavier message than usual. Zootopia is probably the cutest film I've seen to tackle racism issues, and though the film ends happily for all involved (this film is a Disney movie after all), the attempt to even take about issues of judging others based solely on where they came from should be respected. The film is ultimately too cute to actually solve and give means of fixing these problems for adults, but if children start learning about the problem and coming up with solutions, then maybe prejudices, in a generation or two, could be a thing of the past.
2 likes"
4,★★★★,2016-03-04,"★★★★
Watched by Jaci 04 Mar 2016
So adorable, with great scenery and a really important message!
Really really liked it a lot :')
2 likes"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Janis Celmins 04 Mar 2016
Animation for those, who believe in love, breaking stereotypes and good endings... ;)
3 likes"
5,★★★★★,2016-03-05T12:34:14.666Z,"★★★★★
Added by Daisuki 5 Mar 2016
Wonderful Film really
No likes yet"
4,★★★★,2016-03-05,"★★★★ Watched by fajrianur afnan 05 Mar 2016
1
A SLICK animated movie featuring adult references, that is Brooklyn meets The Godfather meets Idris Elba getting our first nod at his super cool talent at voicing animal. Hysterical act of animals with FLASH with the X-Men DOFP's Quicksilver-like highlight (see what I did there?). Finally a good good talking animal movie since..Bolt?
No likes yet"
5,★★★★★,2016-03-04,"★★★★★ Watched by Kristi 04 Mar 2016
The trailers for Zootopia did nothing to excite me, but I was fortunately surprised by the full story. Judy Hopps is one of the best role models to come out of an animated film in recent memory, so maybe we can finally put the Elsa costumes in the closet.
The message in this film isn't subtle, but it also doesn't come across as a heavy-handed lecture. It gets the point across with a solid narrative, which is important because it… more
2 likes"
5,★★★★★,2016-03-05T14:37:46.834Z,"★★★★★
Added by Brendan Mulchrone 5 Mar 2016
An outstanding piece of animation and one of the best meanings in a kid's movie.
No likes yet"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by willmoviefan97 05 Mar 2016
""Zootopia"" almost feels as much as a Pixar film than it is a part of the Disney animation cannon. Rich & mature in its themes, gorgeously animated, and packing a strong emotional punch, this buddy cop adventure has a big ole fat heart, and is able to successfully tackle mature subjects without ever becoming too preachy or on the nose. We all have had particuarlar dreams that others would put down as never going to happen, and as a society, our… more
17 likes"
,,2016-03-04,"Watched by Steven Flowers 04 Mar 2016
Leave it to film to break down a seemingly complicated adult issue to the point where a child can understand it.
No likes yet"
4,★★★★,2016-02-23,"★★★★
Watched by Evan 23 Feb 2016
13
Better than Frozen. Yeah, I said it.
Funny, heartfelt, and charming Zootopia is a fun and enjoyable adventure with memorable characters and beautiful animation. It delivers a brisk and thoughtful mash of mature themes involving society and social commentary that is executed in a very smart and provocative way. Great lessons to be learned by everyone of all ages!
Why can't all buddy cop films be this good and funny?
1,177 likes"
5,★★★★★,2016-03-04,"★★★★★ Watched by Joseph Snyder 04 Mar 2016
Absolutely fantastic film. Feels like an Animal Farm for our times, but tackling the all-to relevant issues of racism and prejudice instead of communism. Also flat out hilarious, and gorgeously animated.
No likes yet"
4,★★★★,2016-03-04,"★★★★ Watched by Ed 04 Mar 2016
As one might expect, the trailers that accompanied Zootopia where almost entirely for animated kids films. Of the trailers, one included a poop joke, one included a pee joke, and one included a pun on the word ""ass."" Give this, I can only include that the marketers for kids films conclude that children and parents are gibbering fools. While Zootopia indicates that we can sometimes be fools, we're well meaning ones who can learn to look beyond our own foolishness,… more
No likes yet"
4,★★★★,2016-03-03,"★★★★ Watched by thefilmchef 03 Mar 2016
Charming! With beautiful animation, this Disney film is one for the ages
No likes yet"
4,★★★★,2016-03-04,"★★★★ Watched by Alberto Farina 04 Mar 2016
While all animals co-exist peacefully in Zootopia, race-based prejudices are hard to shake off, especially when shady politicians help them festering to pursue their own agendas. Centered on a bunny's determination to succeed as a police officer, and on her awkward attraction for a confidence fox, ""Zootopia"" is a fun-packed detective story about the dangers stemming from social and racial clichés, showing their ever-increasing power as tools of mass manipulation.
No likes yet"
4,★★★★,2016-03-05,"★★★★ Watched by Shikhar Verma 05 Mar 2016
1
Zootopia is the best buddy-cop comedy since Richard Shepard’s The Matador. It also has the single greatest Don Corleone impression since maybe The Godfather itself. That being said, it has a plot that surrounds itself in a witty premise and yet delivers it’s essential message loud and clear.
Move away cutesy films with dance numbers where the princess has to kiss the frog to make things right. Disney has finally made a film that doesn’t have to hide behind a… more
9 likes"
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Levi Shanks 04 Mar 2016
ZOOTOPIA is a blast of a film; it's a lot of fun, funny in certain spots, has an incredible amount of detail in it's world and it's animation, and boasts amazing chemistry between the film's two leads, but the most important thing here is it's message.
ZOOTOPIA, at it's core, is a film about diversity and stereotypes dressed up in Disney's imagination to make it's harsh exterior more accessible to the world. Characters in this movie are almost constantly subject… more
No likes yet"
2,★★,2016-03-04,"★★ Watched by Jess 04 Mar 2016
This movie is only its metaphor and that metaphor while well intentioned is totally simplified to a point of it being offensive. Couple if chuckle worthy bits, but nothing too memorable. Also I wish Disney would do hand-drawn animation more.
4 likes"
4,★★★★,2016-03-06,"★★★★ Watched by Caproni 06 Mar 2016
""Ice him!""
Exceptionally well-told and commendable story that confidently juggle its subliminal messages of racial-based stereotypes and discrimination. Extremely in awe with even the tiniest of details of attention being paid onto the world-building of Zootopia itself (The sloths managing the DMVs. The mouse city. But where are the insects though?). Love the hat-tips for the 'Godfather' and 'Breaking Bad' ('Woolter'). And top-notch animation work (the highlight for me being the one where Judy walks into the city center for the first time and it's utterly gorgeous.)
What a pleasant surprise this turned out to be.
5 likes"
3.5,★★★½,2016-03-05,"★★★½
Watched by Abdullah 05 Mar 2016
Surprisingly mature, overall it was ok.
No likes yet"
3.5,★★★½,2016-03-03,"★★★½ Watched by Maurio García Arango 03 Mar 2016
Sí vería una temporada de True Detective ambientada en este universo.
2 likes"
4,★★★★,2016-03-04,"★★★★ Watched by Erik Benjamin 04 Mar 2016
Brilliant social satire disguised as a children's film. A little slow at times, but a wonderful buddy cop movie.
No likes yet"
4.5,★★★★½,2016-03-04,"★★★★½
Watched by TheMummy1999Fan 04 Mar 2016
Disney is just SO good at what they do...
Beautifully animated, engrossing, and carrying a surprising emotional heft only bolstered by its strong, lovable characters, Zootopia is a soon-to-be animated classic with an incredibly delivered, timely message that never overshadows the story's humor or heart.
1 like"
5,★★★★★,2016-03-04,"★★★★★ Watched by emmanuel 04 Mar 2016
This movie is so much better than I expected. Like it's a metaphor for racism I think. So many interesting ideas and I was actually interested in the story. Nick Wilde doesn't give a shit. Not better than Frozen.
6 likes"
3,★★★,2016-03-03,"★★★
Watched by Jules Eid 03 Mar 2016
With a new Disney renaissance that didn't take a single wrong step yet, Zootopia is more of a small lump. And dare I say, unnecessary.
It is a highly enjoyable film, very well written and one of their funniest films ever. But it's too safe.
The screenplay is very well written but doesn't explore any new territories. The themes are deja vu, and pretty much spoon fed to the viewer.
But as I said, the sense of humor is at its best and it works really well.
And needless to say, the animation is impeccable.
I guess the studio is putting more effort on Moana.
No likes yet"
3.5,★★★½,2016-03-05,"★★★½ Watched by Sonja 05 Mar 2016
Straightforward story without real surprises, but lovely animation, and great humour.
1 like"
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Mr. Jackpots 05 Mar 2016
Yup, yup, yup, this was fantastic. I just saw Zootopia and it was excellent. Disney's previous films like Big Hero 6 and Frozen are mediocre to me and just alright and for Zootopia it's hands the best Disney movie in a while and it just may be on my top ten favorites of the studio as a whole, because this movie amazed me. Honestly who knew that a movie about talking animals could be so socially realistic from our society.… more
1 like"
3.5,★★★½,2016-03-05,"★★★½
Watched by Jeffrey Overstreet 05 Mar 2016
3
First off, let's pause and appreciate this simple fact: It's an animated movie about animals... and it never once stoops to a fart joke.
[pause]
Okay.
This super-energized bunny leaps high and far with impressive characterization, storytelling confidence, wild world-building creativity, and comic agility... and then doesn't quite stick the landing.
Disney Animation has clearly learned lessons from the Pixar Dream Team of old, but still they freak out at the end, worrying that they haven't been clear, and give… more
16 likes"
