rating,rating_raw,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count
4.0,★★★★,2016-03-02,"★★★★ Watched by soapbelt 02 Mar 2016
RACISM IS BAD
No likes yet",13,en,watched soapbelt mar racism bad like yet,2016-03,7
3.5,★★★½,2016-02-29,"★★★½ Watched by Jared Mobarak 29 Feb 2016
Zootopia gives us something to chew while Judy and Nick scour the city for poor Mr. Otterton for the kids. Good people turn bad to show it can happen to anyone and bad become good to explain how it's never too late.
my full review at BuffaloVibe and archived
1 like",59,en,watched jared mobarak feb zootopia give u something chew judy nick scour city poor mr otterton kid good people turn bad show happen anyone bad become good explain never late full review buffalovibe archived like,2016-02,35
3.5,★★★½,2016-02-29,"★★★½ Watched by Kenji Fujishima 29 Feb 2016
Well, I liked Disney's latest, as I explained at Slant Magazine here.
2 likes",22,en,watched kenji fujishima feb well liked disney latest explained slant magazine like,2016-02,12
4.0,★★★★,2016-02-29,"★★★★ Watched by Philip Vandy Price 29 Feb 2016
Zootopia is something of a combination of an analogy for our real world and the hopes and dreams of where we might one day end up-a utopia if you will. In Zootopia everything is indeed perfect and as animals have risen up to become responsible citizens of the planet it is of course, imagined. Still, this world is portrayed as a place where animals have evolved to the point there is no dividing line between the once vicious predators and… more
11 likes",92,en,watched philip vandy price feb zootopia something combination analogy real world hope dream might one day end utopia zootopia everything indeed perfect animal risen become responsible citizen planet course imagined still world portrayed place animal evolved point dividing line vicious predator like,2016-02,42
4.5,★★★★½,2016-03-02,"★★★★½
Watched by Ryan Ellermann 02 Mar 2016
Surprisingly thought provoking and emotional. Lots of beautiful animation and imagination!
2 likes",21,en,watched ryan ellermann mar surprisingly thought provoking emotional lot beautiful animation imagination like,2016-03,13
4.5,★★★★½,2016-02-25,"★★★★½
Watched by Bram Benderoff 25 Feb 2016
1
Zootopia was super cute, hilarious and full of meaning. Strong allegories to racial issues in our society will be the topic of future essays. Basically this movie contains such great messages of tolerance that young people need to hear early. Also kinda neat how it turns into a Police Procedural, I knew nothing about this.
Filled with great vocal performances and gorgeous animation.
I loved it.
6 likes",77,en,watched bram benderoff feb zootopia super cute hilarious full meaning strong allegory racial issue society topic future essay basically movie contains great message tolerance young people need hear early also kinda neat turn police procedural knew nothing filled great vocal performance gorgeous animation loved like,2016-02,45
3.0,★★★,2016-02-27,"★★★ Watched by Zach Ralston 27 Feb 2016
Full review here.
No likes yet",14,en,watched zach ralston feb full review like yet,2016-02,8
4.5,★★★★½,2016-03-02,"★★★★½
Watched by Andrew G 02 Mar 2016
WOW! I am legitimately surprised that I loved this movie as much as I did. To keep this short, I loved nearly everything about this thing. The acting was lively, the animation was beautiful, the story was both entertaining, and the theming was deep. I am certain that parents and adults will enjoy this movie just as much, if not more, than the children.
""Zootopia"" is the newest Disney Animated movie that was released in MARCH! It stars Ginnifer Goodwin… more
2 likes",91,en,watched andrew g mar wow legitimately surprised loved movie much keep short loved nearly everything thing acting lively animation beautiful story entertaining theming deep certain parent adult enjoy movie much child zootopia newest disney animated movie released march star ginnifer goodwin like,2016-03,42
3.0,★★★,2016-02-29,"★★★ Watched by Scott Renshaw 29 Feb 2016
Salt Lake City Weekly feature review here.
3 likes",17,en,watched scott renshaw feb salt lake city weekly feature review like,2016-02,11
3.0,★★★,2016-02-29,"★★★ Watched by Daniel Barnes 29 Feb 2016
Pixar has set a high bar for films about anthropomorphized critters, inanimate objects, artificial intelligences and abstract concepts, too high for a harmless but only marginally clever time-filler like Disney's Zootopia to fully hurdle. Creaky animal puns aren’t going to cut it.
Full SN&R review HERE
Capsule review HERE
1 like",59,en,watched daniel barnes feb pixar set high bar film anthropomorphized critter inanimate object artificial intelligence abstract concept high harmless marginally clever time filler like disney zootopia fully hurdle creaky animal pun going cut full sn r review capsule review like,2016-02,40
4.5,★★★★½,2016-02-29,"★★★★½ Watched by H Dellamorte 29 Feb 2016
I hate Disney but I gotta say, this 3d film was really good. Funny and entertaining, it kept me interested and laughing throughout. See it in 3D!
2 likes",37,en,watched h dellamorte feb hate disney gotta say film really good funny entertaining kept interested laughing throughout see like,2016-02,19
4.0,★★★★,2016-02-20,"★★★★ Watched by Tony Orozco 20 Feb 2016
Liked it. My sons liked it but not as much as others
1 like",22,en,watched tony orozco feb liked son liked much others like,2016-02,10
4.5,★★★★½,2016-02-29,"★★★★½ Watched by Brent Hankins 29 Feb 2016
One wouldn’t think that predators and prey would be able to peacefully co-exist, but Disney’s Zootopia posits a world where animals have evolved past their primal instincts to develop a peaceful, idyllic society where anyone can be anything. Growing up on a carrot farm, Judy Hopps (Ginnifer Goodwin) takes that motto to heart – she dreams of becoming the first bunny to join the ranks of the Zootopia Police Department, and after graduating at the top of her class in… more
2 likes",91,en,watched brent hankins feb one think predator prey would able peacefully co exist disney zootopia posit world animal evolved past primal instinct develop peaceful idyllic society anyone anything growing carrot farm judy hopps ginnifer goodwin take motto heart dream becoming first bunny join rank zootopia police department graduating top class like,2016-02,51
4.0,★★★★,2016-02-22,"★★★★
Watched by Chris dye Chris 22 Feb 2016
ok so as others have sayed this is another pure heartwarming disney movie i laughed out loud alot i smiled i was happy i got a free pre screening i loved the rabit she was sweet and full of spunk i liked the fox too he was one of a kind loved the movie and will defenetly watch it agin soon just parents please keep in mind its rated pg for a reason and the whole pretidare thing may frighten young kids
1 like",93,en,watched chris dye chris feb ok others sayed another pure heartwarming disney movie laughed loud alot smiled happy got free pre screening loved rabit sweet full spunk liked fox one kind loved movie defenetly watch agin soon parent please keep mind rated pg reason whole pretidare thing may frighten young kid like,2016-02,52
3.5,★★★½,2016-03-03,"★★★½ Watched by fiend4mojitos 03 Mar 2016
This review may contain spoilers. I can handle the truth.
7 likes",19,en,watched fiend mojitos mar review may contain spoiler handle truth like,2016-03,11
4.0,★★★★,2016-03-03,"★★★★
Watched by Grey the Dot 03 Mar 2016
Remember how the trailers for frozen depicted it as a fast paced comedy, but it was really a drama at heart with a comedic tone.
Zootopia's also been depicted as a fast paced comedy (excluding the sloths). But it's really a crime/thriller with a comedic tone. Also it's about how racism, prejudice and bullying is bad. Never give up on your dreams. We are all imperfect, but we should never stop us from trying.
Enjoyment Extracted: 8/10
Technical Execution: 8/10
Acting: 9/10
8 likes",93,en,watched grey dot mar remember trailer frozen depicted fast paced comedy really drama heart comedic tone zootopia also depicted fast paced comedy excluding sloth really crime thriller comedic tone also racism prejudice bullying bad never give dream imperfect never stop u trying enjoyment extracted technical execution acting like,2016-03,48
3.5,★★★½,2016-02-29,"★★★½ Watched by oliver whitney 29 Feb 2016
“In the beginning of Disney‘s Zootopia, Judy Hopper, a young determined bunny with big aspirations, is told by her parents that complacency is better than chasing your dreams. “You know why your mom and I ended up so happy?” her small town carrot farmer dad asks. “We gave up on our dreams and settled!” At first Zootopia might seem like Disney once again banging their follow-your-dreams and never-give-up drum, but it quickly overcomes that outdated adage. Instead, Judy’s story of… more
2 likes",91,en,watched oliver whitney feb beginning disney zootopia judy hopper young determined bunny big aspiration told parent complacency better chasing dream know mom ended happy small town carrot farmer dad asks gave dream settled first zootopia might seem like disney banging follow dream never give drum quickly overcomes outdated adage instead judy story like,2016-02,53
4.0,★★★★,2016-03-03,"★★★★ Watched by aster 03 Mar 2016
so did they skin a skunk 4 that rug
2 likes",18,en,watched aster mar skin skunk rug like,2016-03,7
3.0,★★★,2016-03-03,"★★★ Watched by Gerardo 03 Mar 2016
This review may contain spoilers. I can handle the truth.
No likes yet",20,en,watched gerardo mar review may contain spoiler handle truth like yet,2016-03,11
4.5,★★★★½,2016-03-03,"★★★★½
Watched by Nick Potter 03 Mar 2016
Zootopia follows up the run of Wreck It Ralph and Big Hero 6 so very nicely that one almost forgets the early 2000's Disney slump. Everything about Zootopia runs so smoothly: the cast is excellent and the script is top notch, being both amusing for kids and a bit deeper for adults.
2 likes",62,en,watched nick potter mar zootopia follows run wreck ralph big hero nicely one almost forgets early disney slump everything zootopia run smoothly cast excellent script top notch amusing kid bit deeper adult like,2016-03,33
5.0,★★★★★,2016-03-03,"★★★★★ Watched by Joe Gordon 03 Mar 2016
Zootopia did not have any reptiles or apes in it. These are two of my favorite animals. However, I still like Zootopia. This is because it was funny and I learned about racism. It was funny to watch these animals talk about race stereotypes, but it also would teach little kids a lesson I guess.
I appreciated that Zootopia set up a universe with rules that made some sort of logical sense within the movie, and then stuck to those… more
3 likes",91,en,watched joe gordon mar zootopia reptile ape two favorite animal however still like zootopia funny learned racism funny watch animal talk race stereotype also would teach little kid lesson guess appreciated zootopia set universe rule made sort logical sense within movie stuck like,2016-03,43
3.0,★★★,2016-03-03,"★★★ Watched by semonesfd 03 Mar 2016
Zootopia is surprisingly complexly plotted for a Disney film, with a missing persons/conspiracy coverup storyline that would work even if it was a straight procedural drama. The humor isn't as prevalent as you would hope, and the movie being so busy it also leaves little room for the emotional core you typical expect from Disney movies as well. Ginnifer Goodwin is Judy Hopps, an ambitious rabbit who's dreams of being a cop, the first of her species, come true, though… more
No likes yet",91,en,watched semonesfd mar zootopia surprisingly complexly plotted disney film missing person conspiracy coverup storyline would work even straight procedural drama humor prevalent would hope movie busy also leaf little room emotional core typical expect disney movie well ginnifer goodwin judy hopps ambitious rabbit dream cop first specie come true though like yet,2016-03,52
4.0,★★★★,2016-03-03,"★★★★
Watched by Josh Couch 03 Mar 2016
Zootopia is another success for Disney Animation.
The witty humor, many pop culture references, and humorous plot make for a great experience.
The sloths in the DMV are the best part of the movie and there's even a GREAT Godfather spoof and a Breaking Bad reference.
My only complaint is that the whole ""racism is bad"" theme is kind of shoved down the viewers throat. Racism is bad but the approach could have been taken in a different way.
7 likes",89,en,watched josh couch mar zootopia another success disney animation witty humor many pop culture reference humorous plot make great experience sloth dmv best part movie even great godfather spoof breaking bad reference complaint whole racism bad theme kind shoved viewer throat racism bad approach could taken different way like,2016-03,49
5.0,★★★★★,2016-03-03,"★★★★★
Watched by Aisha Begum 03 Mar 2016
Zootopia was perfect touch of funny and finesse. Great storyline, felt progressive for disney.
2 likes",24,en,watched aisha begum mar zootopia perfect touch funny finesse great storyline felt progressive disney like,2016-03,15
4.0,★★★★,2016-03-03,"★★★★ Watched by Luis Angel H Mora 03 Mar 2016
1
Que bonito que gracias a Disney vuelves a ser niño otra vez :3
2 likes",26,en,watched luis angel h mora mar que bonito que gracias disney vuelves ser ni otra vez like,2016-03,17
4.0,★★★★,2016-03-03,"★★★★
Watched by Jake Handy 03 Mar 2016
A solid (and gorgeous) film that, while not having the most solid plot, delivers on a message that is vital and heartwarming.
1 like",32,en,watched jake handy mar solid gorgeous film solid plot delivers message vital heartwarming like,2016-03,14
4.0,★★★★,2016-03-03,"★★★★ Watched by Steve Katz 03 Mar 2016
Relentlessly clever, and relentlessly satisfying in the way it executes its cleverness. This might be the best Disney animation flick in quite a while
1 like",34,en,watched steve katz mar relentlessly clever relentlessly satisfying way executes cleverness might best disney animation flick quite like,2016-03,18
5.0,★★★★★,2016-03-03,"★★★★★ Watched by Steven Norwood 03 Mar 2016
What a gem.
And the first film this year to make me laugh so hard in one scene that my eyes teared up. Amazing, and unexpected.
1 like",36,en,watched steven norwood mar gem first film year make laugh hard one scene eye teared amazing unexpected like,2016-03,18
5.0,★★★★★,2016-03-03,"★★★★★
Watched by lx 💕 03 Mar 2016
The amount of thought put into this film is astounding and it all works SO well. Everyone needs to see this. This has easily become one of Disney's best movies and I have no idea how they'll top this one in the future.
3 likes",53,en,watched lx mar amount thought put film astounding work well everyone need see easily become one disney best movie idea top one future like,2016-03,24
4.5,★★★★½,2016-03-03,"★★★★½
Watched by theon kyne 03 Mar 2016
Sloth Lives Matter | Freedom and Justice for all Sloth Lives
1 like",21,en,watched theon kyne mar sloth life matter freedom justice sloth life like,2016-03,12
4.5,★★★★½,2016-03-02,"★★★★½ Watched by Nickpam 02 Mar 2016
Zootopia fully embodies what I want in a Disney animated movie. It's full of heart, humor and even sneaks in a message about a real issue in the world. Not only that, but Zootopia also completely nails the buddy-cop comedy aspect with the dynamic between Nick Wilde and Judy Hopps. The voice casting was spot on across the board, but Jason Bateman especially stood out and Ginnifer Goodwin just makes you smile every time you here a word come out… more
25 likes",90,en,watched nickpam mar zootopia fully embodies want disney animated movie full heart humor even sneak message real issue world zootopia also completely nail buddy cop comedy aspect dynamic nick wilde judy hopps voice casting spot across board jason bateman especially stood ginnifer goodwin make smile every time word come like,2016-03,50
4.5,★★★★½,2016-03-03,"★★★★½ Watched by Ash Vitus Raymer 03 Mar 2016
Zootopia is without a doubt the most brilliant and topical movie Disney's new generation has given us, while at the moment I may still prefer Wreck It Ralph and Big Hero 6 this one easily joins the ranks and I wouldn't be surprised if it surpassed them with multiple viewings!
This movie does absolutely everything I wanted it to do right, it's the most excellent buddy cop movie since 21 Jump Street, it's able to delve into matters of diversity… more
2 likes",92,en,watched ash vitus raymer mar zootopia without doubt brilliant topical movie disney new generation given u moment may still prefer wreck ralph big hero one easily join rank surprised surpassed multiple viewing movie absolutely everything wanted right excellent buddy cop movie since jump street able delve matter diversity like,2016-03,49
2.5,★★½,2016-03-03,"★★½ Watched by Pwalsh 03 Mar 2016
""Don't be racist."" - Disney
3 likes",14,en,watched pwalsh mar racist disney like,2016-03,6
3.5,★★★½,2016-03-03,"★★★½ Watched by nicey 03 Mar 2016
they screened this to us at school (calarts)
1 like",17,en,watched nicey mar screened u school calarts like,2016-03,8
5.0,★★★★★,2016-03-03,"★★★★★
Watched by Sean Curley 03 Mar 2016
Zootopia's Wikipedia entry classifies its genre as ""computer-animated action buddy comedy neo-noir adventure"", a mouthful if ever there was one. It has two directors and a ""co-director"", as well as seven credited writers involved in the story (including Jennifer Lee, who is perhaps responsible for the references to Frozen littered throughout), two of whom handle the screenplay. If that sounds like a recipe for a hodgepodge, it's not, as it turns out -- this is terrific stuff.
When differentiating between… more
5 likes",91,en,watched sean curley mar zootopia wikipedia entry classifies genre computer animated action buddy comedy neo noir adventure mouthful ever one two director co director well seven credited writer involved story including jennifer lee perhaps responsible reference frozen littered throughout two handle screenplay sound like recipe hodgepodge turn terrific stuff differentiating like,2016-03,51
5.0,★★★★★,2016-03-03,"★★★★★
Watched by lara 03 Mar 2016
the greatest furry propaganda piece of all time
3 likes",17,en,watched lara mar greatest furry propaganda piece time like,2016-03,9
2.5,★★½,2016-03-03,"★★½ Watched by Ty-Guy 03 Mar 2016
No sir, I didn't like it.
The animation, character design, lighting, effects; essentially everything technical was great. As for the dark story, boring pop songs, and adult entertainment references (including a 15 minute long 'The Godfather' joke and 'Breaking Bad' meth lab references); a little less so...
Not to mention, I'm still not sure what the hell the intended message was, or who the audience for this is? What with the non-stop intentional jokes centering on animal stereotypes consistently undercutting… more
2 likes",90,en,watched ty guy mar sir like animation character design lighting effect essentially everything technical great dark story boring pop song adult entertainment reference including minute long godfather joke breaking bad meth lab reference little less mention still sure hell intended message audience non stop intentional joke centering animal stereotype consistently undercutting like,2016-03,52
4.0,★★★★,2016-03-03,"★★★★
Watched by Ryan McKenna 03 Mar 2016
This review may contain spoilers. I can handle the truth.
1 like",20,en,watched ryan mckenna mar review may contain spoiler handle truth like,2016-03,11
4.0,★★★★,2016-03-03,"★★★★ Watched by Paolo Kagaoan 🍉 03 Mar 2016
Racism is bad. 3D animation is surprisingly good. Just remind of a different way water moves through space and I'm sold.
1 like",32,en,watched paolo kagaoan mar racism bad animation surprisingly good remind different way water move space sold like,2016-03,17
5.0,★★★★★,2016-03-03,"★★★★★
Watched by Ryan Beaupit 03 Mar 2016
Look, I won't spoil anything. But from the moment that Judy gets on the train and you see just how expansive the world is, it's fantastic. Topical, fun, emotional, hilarious, poignant, and hopefully it becomes an iconic animated film. Ginnifer Goodwin is a standout.
4 likes",54,en,watched ryan beaupit mar look spoil anything moment judy get train see expansive world fantastic topical fun emotional hilarious poignant hopefully becomes iconic animated film ginnifer goodwin standout like,2016-03,29
4.5,★★★★½,2016-03-03,"★★★★½
Watched by gee 03 Mar 2016
1
this movie makes me deeply uncomfortable because i'm bad at receiving gifts and it feels like today disney gave me a gift
2 likes",32,en,watched gee mar movie make deeply uncomfortable bad receiving gift feel like today disney gave gift like,2016-03,17
4.0,★★★★,2016-03-03,"★★★★
Watched by Matt 03 Mar 2016
This is the first big animated release of 2016, ""Zootopia!"" Disney, at this point, is releasing two, sometimes even three, if we're including Pixar, films a year. They are all pretty awesome too. So whenever Disney Animation releases a film, even sans Pixar, they are well worth all of our time. With recent hits like ""Tangled,"" ""Frozen,"" ""Wreck-It Ralph"" and last years ""Big Hero 6,"" ""Zootopia"" has been on my radar ever since they released the hilarious Sloth trailer last… more
4 likes",90,en,watched matt mar first big animated release zootopia disney point releasing two sometimes even three including pixar film year pretty awesome whenever disney animation release film even sans pixar well worth time recent hit like tangled frozen wreck ralph last year big hero zootopia radar ever since released hilarious sloth trailer last like,2016-03,53
4.0,★★★★,2016-03-03,"★★★★
Watched by Mattie Lucas 03 Mar 2016
Disney tackles racism and prejudice in a surprisingly smart way in their latest animated feature, ZOOTOPIA, which follows a provincial rabbit named Judy Hopps who dreams of being the first rabbit to ever become a big city cop in Zootopia - a city where predators and prey now live in harmony, having overcome their historic differences. Raised with a mistrust of foxes, she goes on to accidentally befriend a streetwise hustler named Nick Wild, who also just so happens to… more
3 likes",91,en,watched mattie lucas mar disney tackle racism prejudice surprisingly smart way latest animated feature zootopia follows provincial rabbit named judy hopps dream first rabbit ever become big city cop zootopia city predator prey live harmony overcome historic difference raised mistrust fox go accidentally befriend streetwise hustler named nick wild also happens like,2016-03,52
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Cameron 04 Mar 2016
A wonderfully cute film with a poignant and timely message that's sure to make children and adults think, laugh, and maybe shed a tear.
3 likes",33,en,watched cameron mar wonderfully cute film poignant timely message sure make child adult think laugh maybe shed tear like,2016-03,19
5.0,★★★★★,2016-03-03,"★★★★★
Watched by Josh @ The Movies 03 Mar 2016
In the long and treasured library of Disney classics, there has never been anything like Zootopia. Maybe it's just being an adult animation fan or something, but I seriously feel that 90% of this film would fly completely over the heads of younger viewers. The movie is so nuanced and sophisticated, with every frame gorgeously animated and the fur of the animals practically photorealistic, that I oftentimes forgot I was even watching something animated. That's probably the best compliment I… more
6 likes",93,en,watched josh movie mar long treasured library disney classic never anything like zootopia maybe adult animation fan something seriously feel film would fly completely head younger viewer movie nuanced sophisticated every frame gorgeously animated fur animal practically photorealistic oftentimes forgot even watching something animated probably best compliment like,2016-03,48
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Ray Thang 04 Mar 2016
Disney animation has recently been kind of mixed bag. Although anthropomorphic animals aren't new, they've managed to breathe some life into something that looks adorable and kids-orientated on the surface level but it's really a commentary on racial profiling, sexism, and other forms of social ignorance. Mix it in with some top-notch animation, clever humour, and a well-realized world and you've got yourself great movie. Good job, Disney.
The story follows Judy Hopps (Ginnifer Goodwin), a rabbit officer and first… more
1 like",91,en,watched ray thang mar disney animation recently kind mixed bag although anthropomorphic animal new managed breathe life something look adorable kid orientated surface level really commentary racial profiling sexism form social ignorance mix top notch animation clever humour well realized world got great movie good job disney story follows judy hopps ginnifer goodwin rabbit officer first like,2016-03,57
4.5,★★★★½,2016-03-04,"★★★★½
Watched by franki_xcx 04 Mar 2016
What kind of surprise was this movie?!?!? I have to be honest I was not impressed with any of the trailers that were released for this movie. My friend thought it would be really cute and so she kind of dragged me to see it but wow I'm so glad I watched it! It was so damn excellent on so many levels I'm still kind of in shock?? It's so funny and creative, like the world-building on this movie is… more
6 likes",90,en,watched franki xcx mar kind surprise movie honest impressed trailer released movie friend thought would really cute kind dragged see wow glad watched damn excellent many level still kind shock funny creative like world building movie like,2016-03,37
4.5,★★★★½,2016-03-03,"★★★★½ Watched by Alec Falcone 03 Mar 2016
Amazing!
1 like",11,en,watched alec falcone mar amazing like,2016-03,6
4.0,★★★★,2016-03-03,"★★★★ Watched by SidneyLumetSuxx 03 Mar 2016
One of the most family-friendly animated flicks in recent memory. When I say ""the most family-friendly"", I mean both adults and kids can get equal amount of entertainment and value from it.
Zootopia is social commentary that both adults and kids can pick up on but in their own ways. Themes of inclusion//seclusion, prejudice//racism//sexism, et cetera. Remarkably, it's somehow not preachy. On top of all that the film is also just terrifically animated and hilariously directed and realistically written.
Def worth a watch. Def gonna watch again. Def gonna own one day. Def gonna be the animated film of the year.
1 like",110,en,watched sidneylumetsuxx mar one family friendly animated flick recent memory say family friendly mean adult kid get equal amount entertainment value zootopia social commentary adult kid pick way theme inclusion seclusion prejudice racism sexism et cetera remarkably somehow preachy top film also terrifically animated hilariously directed realistically written def worth watch def gonna watch def gonna one day def gonna animated film year like,2016-03,64
5.0,★★★★★,2016-03-03,"★★★★★
Watched by maolgrafico 03 Mar 2016
Zootopia is a brilliant film! I love the way it uses reality in such a marvelous and humorous way! It's a delightful way of watching our lives... The ""zootopia"" everyone wants to live... Way to blow our minds Disney! Very well done! In love with this movie!
7 likes",56,en,watched maolgrafico mar zootopia brilliant film love way us reality marvelous humorous way delightful way watching life zootopia everyone want live way blow mind disney well done love movie like,2016-03,30
3.5,★★★½,2016-03-03,"★★★½
Watched by David Halberstadt 03 Mar 2016
Unexpectedly mature and relevant to current attitudes of race, sexism, and political corruption. This latest Disney film has an awful lot to say and it's trying really hard to deal with a lot of incredibly complex and delicate topics. I appreciate what they're trying to do and it comes from a good place but unfortunately, I think they tried to do too much and most importantly I don't think the allegory they've chosen to talk about race relations totally works.… more
1 like",91,en,watched david halberstadt mar unexpectedly mature relevant current attitude race sexism political corruption latest disney film awful lot say trying really hard deal lot incredibly complex delicate topic appreciate trying come good place unfortunately think tried much importantly think allegory chosen talk race relation totally work like,2016-03,47
3.5,★★★½,2016-03-03,"★★★½ Watched by Brennan Klein 03 Mar 2016
The 100% on Rotten Tomatoes is overdoing it, but this anthropomorphic buddy cop movie is a fun, harmless kid's picture with a solid message. Everybody wins.
2 likes",36,en,watched brennan klein mar rotten tomato overdoing anthropomorphic buddy cop movie fun harmless kid picture solid message everybody win like,2016-03,20
5.0,★★★★★,2016-02-29,"★★★★★ Watched by Elijah Sarkesian 29 Feb 2016
Disney’s latest animated feature, Zootopia, tackles prejudice in a surprisingly direct (and extremely effective) way.
Read my full review here.
1 like",30,en,watched elijah sarkesian feb disney latest animated feature zootopia tackle prejudice surprisingly direct extremely effective way read full review like,2016-02,20
4.0,★★★★,2016-03-03,"★★★★ Watched by Ammon Miller 03 Mar 2016
This review may contain spoilers. I can handle the truth.
1 like",20,en,watched ammon miller mar review may contain spoiler handle truth like,2016-03,11
4.5,★★★★½,2016-03-03,"★★★★½
Watched by Benedict 03 Mar 2016
Wow, wow, wow. I already had great respect for Disney Animation Studios but this is their best computer-animated film since the renaissance first started with Tangled!
Some things that blew me away:
-The attention to detail to the scale of a diverse world of animals and the environments they hail from
-the subtle, parallel weaving of relevant social themes
-the detective noir story that sets you on an epic adventure
-comedic play on stereotypes of different types of mammals
-hilarious… more
4 likes",90,en,watched benedict mar wow wow wow already great respect disney animation studio best computer animated film since renaissance first started tangled thing blew away attention detail scale diverse world animal environment hail subtle parallel weaving relevant social theme detective noir story set epic adventure comedic play stereotype different type mammal hilarious like,2016-03,52
3.5,★★★½,2016-03-03,"★★★½ Watched by JK 03 Mar 2016
A feast for the eyes and the mind, it's a small miracle this wasn't just a clever string of observations about the animal kingdom.
Instead, we're treated to a story that's equal parts mystery, buddy cop comedy and social commentary on how our culture systemically views the ""other.""
Juggling all these things is no small task, and I wish I could say the movie chugs along without any faults — but there were moments that felt more DreamWorks than Disney,… more
11 likes",90,en,watched jk mar feast eye mind small miracle clever string observation animal kingdom instead treated story equal part mystery buddy cop comedy social commentary culture systemically view juggling thing small task wish could say movie chug along without fault moment felt dreamworks disney like,2016-03,44
4.0,★★★★,2016-02-29,"★★★★ Watched by David J. Fowlie 29 Feb 2016
Don’t believe the hyperbolic quote from Gizmodo’s Germain Lussier on the TV spot for Disney’s new animated feature “Zootopia” that proclaims it as “…the best film Disney Animation has made in 20 years!” Whoa. Yes, it is a highly-entertaining and enjoyable movie with a clever script and great characters, but come now, the folks behind “Zootopia” were also responsible for “Bolt”, “Tangled”, “Wreck-It Ralph” and the Oscar-winning “Big Hero Six” (not to mention a little movie called “Frozen”). Those are… more
1 like",92,en,watched david j fowlie feb believe hyperbolic quote gizmodo germain lussier tv spot disney new animated feature zootopia proclaims best film disney animation made year whoa yes highly entertaining enjoyable movie clever script great character come folk behind zootopia also responsible bolt tangled wreck ralph oscar winning big hero six mention little movie called frozen like,2016-02,56
4.0,★★★★,2016-03-03,"★★★★ Watched by Jimbolimbo369 03 Mar 2016
With all of it's modern tech and social media references, it'll be interesting to see how well this film ages.
1 like",29,en,watched jimbolimbo mar modern tech social medium reference interesting see well film age like,2016-03,14
4.0,★★★★,2016-03-03,"★★★★
Watched by Jake Sundstrom 03 Mar 2016
Lots of fun and with a valuable message for the current...state of affairs.
3 likes",23,en,watched jake sundstrom mar lot fun valuable message current state affair like,2016-03,12
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Brandon Yang 04 Mar 2016
Zootopia is great fun, with a variety of characters in the cast, strongly voice acted. The main characters, Judy and Nick, are developed well and exemplifies the film's theme. The world building is excellent, and Disney did a great job animating anthropomorphic animals, getting their mannerisms down, even when they're in the background. I think having different regions having different climates was well executed. Each region works well not just as a setting but for each scene, helping to set… more
1 like",91,en,watched brandon yang mar zootopia great fun variety character cast strongly voice acted main character judy nick developed well exemplifies film theme world building excellent disney great job animating anthropomorphic animal getting mannerism even background think different region different climate well executed region work well setting scene helping set like,2016-03,50
4.0,★★★★,2016-03-03,"★★★★
Watched by autum! 03 Mar 2016
I'm so glad this movie doesn't beat you over the head with its message.
Also Mr. Big is the most ridiculous and hilarious cartoon character ever
2 likes",35,en,watched autum mar glad movie beat head message also mr big ridiculous hilarious cartoon character ever like,2016-03,17
4.5,★★★★½,2016-03-03,"★★★★½
Watched by Kenny Glenn 03 Mar 2016
I love this movie. It is fun and funny and artistic. It gives nods to so many movies and genres. It does a lot of things right.
Is it just me or are movies becoming too self aware? There are certain movies out right now (Deadpool) that take the idea of self awareness in cinematic history to the point of absurdity. This movie isn’t going for anything like that, but it wears its influences on its sleeve proudly. It is… more
2 likes",91,en,watched kenny glenn mar love movie fun funny artistic give nod many movie genre lot thing right movie becoming self aware certain movie right deadpool take idea self awareness cinematic history point absurdity movie going anything like wear influence sleeve proudly like,2016-03,42
4.5,★★★★½,2016-03-03,"★★★★½
Watched by PRY 03 Mar 2016
A terrific masterstroke of beautiful animation, adorable animals, blistering jokes, and above all else: a poignant, important, multi-layered and timely message. We can all be racist and not know it. We can all be racist and good people. And we can all work together to be better. It's as simple as holding out a hand and being willing to learn.
11 likes",69,en,watched pry mar terrific masterstroke beautiful animation adorable animal blistering joke else poignant important multi layered timely message racist know racist good people work together better simple holding hand willing learn like,2016-03,32
5.0,★★★★★,2016-03-03,"★★★★★
Watched by pearlcaddy 03 Mar 2016
For the first time in a very long time, I actually want a studio to make a sequel.
3 likes",27,en,watched pearlcaddy mar first time long time actually want studio make sequel like,2016-03,13
3.0,★★★,2016-03-03,"★★★
Watched by WilderHackman 03 Mar 2016
Zootopia's message: stereotyping is bad, unless they are Italian stereotypes. Those are ALWAYS HILARIOUS.
1 like",23,en,watched wilderhackman mar zootopia message stereotyping bad unless italian stereotype always hilarious like,2016-03,13
4.0,★★★★,2016-03-02,"★★★★
Watched by Laudemhir Jan 02 Mar 2016
Gorgeously animated and thought-provoking at the same time! One that works as a great entertainment for kids as well as a source of discussions for adult!
1 like",36,en,watched laudemhir jan mar gorgeously animated thought provoking time one work great entertainment kid well source discussion adult like,2016-03,19
4.5,★★★★½,2016-03-03,"★★★★½
Watched by afianza 03 Mar 2016
Sho cute.
1 like",11,en,watched afianza mar sho cute like,2016-03,6
