rating,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count
5.0,2017-12-19,Freaking inspiring. Judy and every other characters were awesome,9,en,freaking inspiring judy every character awesome,2017-12,6
5.0,2017-12-17,"Zootopia is an inspiring, motivating and beautiful film, with an incredible animation and a forgettable story.",16,en,zootopia inspiring motivating beautiful film incredible animation forgettable story,2017-12,9
5.0,2017-12-13,"Zootopia is a 2016 3D movie directed by Byron Howard and Rich Moone. It is a cartoon movie. This movie was about predators and prey. Zootopia is a mammal metropolis where the largest to the smallest animals live. Judy and Nick are the main characters in the movie. In the movie, Judy motivated us to be strong and no matter what happens to never give up and keep fighting until you reach your goal. The movie makes you think of the friendship, happiness and entertainment in your life, and how characters can help you change your life decisions. One of the most important things we need in our life is entertainment and happiness. You can get entertain by many ways. This movie also has many entertaining scenes, but of the best entertaining scene is when Judy and Nick go to the sloths at the Department of Motor Vehicles for the car information. Of course, But the happiness that we get from the movie was the true love and positive attitude of Judy and Nick. The characters in this movie were very impressive and innocent. Judy made a big impression on the audience. Judy had a positive personality. She cared for others more than herself. Zootopia is a one of the best animated movies that I have ever watched. I thought Zootopia would just be a silly kid's movie, but I was wrong. Judy and Nick showed everything throughout their friendship, happiness and entertainment in the real world, and even sometime characters in the movie can help you decide major life decisions. This was the best cartoon movie I have ever seen.",271,en,zootopia movie directed byron howard rich moone cartoon movie movie predator prey zootopia mammal metropolis largest smallest animal live judy nick main character movie movie judy motivated u strong matter happens never give keep fighting reach goal movie make think friendship happiness entertainment life character help change life decision one important thing need life entertainment happiness get entertain many way movie also many entertaining scene best entertaining scene judy nick go sloth department motor vehicle car information course happiness get movie true love positive attitude judy nick character movie impressive innocent judy made big impression audience judy positive personality cared others zootopia one best animated movie ever watched thought zootopia would silly kid movie wrong judy nick showed everything throughout friendship happiness entertainment real world even sometime character movie help decide major life decision best cartoon movie ever seen,2017-12,139
4.5,2017-12-05,"Fun animated movie, eciting plot and fun universe",8,en,fun animated movie eciting plot fun universe,2017-12,7
5.0,2017-11-30,"A lot of fun filled with sass and principles. Amazing animation, one of my favorites from Disney lately.",18,en,lot fun filled sas principle amazing animation one favorite disney lately,2017-11,11
5.0,2017-11-24,An action-filled mystery that never gets old.,7,en,action filled mystery never get old,2017-11,6
5.0,2017-11-24,BEST DISNEY MOVIE IN THE UNIVERSE!!!!!!!,6,en,best disney movie universe,2017-11,4
5.0,2017-11-14,"Do you think herbivorous were weaker than carnivores? and they cannot make good relationship?Zootopia was released on April 23rd in Japan and made by Walt Disney animation studio. The supervisions were Rich Moore who is known as supervision of ""The Simpson's"" and ""Sugar Rush"" and Byron Howard, who is known as a supervision of ""Mulan"" and ""Tangled"". This movie were so famous and won 41 awards all over the world. This movie tells us three important things. First, to keep dreaming is important to realize our dream. The main character of rabbit Judy had had a dream since she was a child but her parents thought her dream cannot come true. However, she kept tying everything to realize her dream so hardly. We will be changed our mind by her action in this movie. Second, we should live together without discrimination. There were two kind of animals carnivores and herbivores in this movie. We think herbivorous were weaker than carnivores but this thought made a dangerous problem in this story. Finally, to deceive is bad. The character of fox Nick deceived many animals with his partner of fennec fox Finnick. However, their minds had changed since they met Judy. I personally think our world and thought will change brighter and positive after we watch this movie. The main character of rabbit Judy had dream to be a police in Zootopia. Zootopia is one utopia which carnivores and herbivores can live together. However, her parents did not think her dream comes true because she is a rabbit. Actually all the police had been carnivores before she became to a police in Zootopia. However, she did not give up and try to everything. Her effort bore fruit and became a police in Zootopia. However, there were discriminations between carnivores and herbivores in her workplace. Subsequently, she found Nick deceived animals for getting much money when she was going on patrol in Zootopia. He promised to help her work in order to get released. Their combination solved many problems in Zootopia and animals' thought of carnivores and herbivores relationship was changed by their working. We can learn three important things to live in our earth from this story. First, to keep dreaming, second, we should live together without discrimination and lastly, to deceive is bad. This movie gives good effect not only adults, but also children. Therefore, I recommend watching this movie with family. I especially like Judy and Nick's combination. Judy is a herbivore and Nick is a carnivore, so they were different kinds from animal, but they made good relationship each other little by little. It told us we could make the good relationships even if we are different. I personally think our mind will change better than before we watch this movie.",462,en,think herbivorous weaker carnivore cannot make good relationship zootopia released april rd japan made walt disney animation studio supervision rich moore known supervision simpson sugar rush byron howard known supervision mulan tangled movie famous award world movie tell u three important thing first keep dreaming important realize dream main character rabbit judy dream since child parent thought dream cannot come true however kept tying everything realize dream hardly changed mind action movie second live together without discrimination two kind animal carnivore herbivore movie think herbivorous weaker carnivore thought made dangerous problem story finally deceive bad character fox nick deceived many animal partner fennec fox finnick however mind changed since met judy personally think world thought change brighter positive watch movie main character rabbit judy dream police zootopia zootopia one utopia carnivore herbivore live together however parent think dream come true rabbit actually police carnivore became police zootopia however give try everything effort bore fruit became police zootopia however discrimination carnivore herbivore workplace subsequently found nick deceived animal getting much money going patrol zootopia promised help work order get released combination solved many problem zootopia animal thought carnivore herbivore relationship changed working learn three important thing live earth story first keep dreaming second live together without discrimination lastly deceive bad movie give good effect adult also child therefore recommend watching movie family especially like judy nick combination judy herbivore nick carnivore different kind animal made good relationship little little told u could make good relationship even different personally think mind change better watch movie,2017-11,253
5.0,2017-11-14,"Zootopia What image do you have about rabbit and fox? In general rabbit is cute and cowardly.Fox is a liar and sly. There are words ""sly as a fox."" However, this movie explodes all your images and prejudices. Zootopia was released on February 17,2016. As for Walt Disney-Animation-Studio, this movie is the 55th work counted from ""Snow White"" published after 1937, following ""Bay Max."" This movie is assessed by eight stars. Besides this movie won a Best Animated Feature Film of the Year academy award USA. One of the movie directors Byron Howard is known for his work on ""Tangled"" and ""BOLT."" One of the movie directors Byron Howard is known for his work on ""Tangled"" and ""BOLT."" These movies which I introduced were rated high. In particular I want to tell you that ""To watch this movie is the must!""This movie was filled with heartwarming and exciting. Judy, the rabbit main character was curious and challenges a lot of things. Therefore, she faced many difficulties and Each time she was helped by some animals that live in Zootopia. This movie's characters were very lovely, however everyone was doing theirs best to protect someone important for them. Furthermore, the animation was beautiful and threedimensional. The animals' hair was beautifully drawn finely, thus the picture was very real. This movie is set in a fictitious world called Zootopia. In that world, all animals include big animals, small animals, carnivores and herbivores live together. One day a rabbit Judy come there with great expectations and her dream. However, the world was completely different. When confronted with a big problem that can not be overcome by one person, she got help by fox Nick. In this way they will overcome the difficult problem of racial discrimination, prejudice, stereotype. You will think it is only for children, but it is a mistake. This movie makes you think about various things, and that will always become something good. What I want to say is this movie was made focusing on animals, however it also applies to humans. So you can understand this movie easily. This story is very heartwarming, therefore, I recommend you to see this movie with family, friend and your partner. It will make good relationships than before.",375,en,zootopia image rabbit fox general rabbit cute cowardly fox liar sly word sly fox however movie explodes image prejudice zootopia released february walt disney animation studio movie th work counted snow white published following bay max movie assessed eight star besides movie best animated feature film year academy award usa one movie director byron howard known work tangled bolt one movie director byron howard known work tangled bolt movie introduced rated high particular want tell watch movie must movie filled heartwarming exciting judy rabbit main character curious challenge lot thing therefore faced many difficulty time helped animal live zootopia movie character lovely however everyone best protect someone important furthermore animation beautiful threedimensional animal hair beautifully drawn finely thus picture real movie set fictitious world called zootopia world animal include big animal small animal carnivore herbivore live together one day rabbit judy come great expectation dream however world completely different confronted big problem overcome one person got help fox nick way overcome difficult problem racial discrimination prejudice stereotype think child mistake movie make think various thing always become something good want say movie made focusing animal however also applies human understand movie easily story heartwarming therefore recommend see movie family friend partner make good relationship,2017-11,204
4.0,2017-11-10,Very interesting for the kids! Has a good plot.Thought it was suggestive when they went to the yoga place though.,20,en,interesting kid good plot thought suggestive went yoga place though,2017-11,10
4.0,2017-11-05,"This is a very good movie. This is by far one of the best animated movie I've seen in a very long time. Although this is targeted for kids, that doesn't stop the filmmakers and animators on making a movie with a lot of message. This movie features the message of racism, diversity, and overall a message towards life and be good in it. It's such an entertaining movie, too. It's a solid A for me!",76,en,good movie far one best animated movie seen long time although targeted kid stop filmmaker animator making movie lot message movie feature message racism diversity overall message towards life good entertaining movie solid,2017-11,33
4.5,2017-11-02,"Zootopia: One of disney's greatest animated films yet. With a heartfelt story, beautiful animations and thought provoking themes to kids as well as adults. Zootopia is family fun film that ranks with the pantheon of Disney's best.",37,en,zootopia one disney greatest animated film yet heartfelt story beautiful animation thought provoking theme kid well adult zootopia family fun film rank pantheon disney best,2017-11,25
5.0,2017-10-30,Best movie ever that's all I have to say.,9,en,best movie ever say,2017-10,4
5.0,2017-10-21,Well done and hilarious.,4,en,well done hilarious,2017-10,3
4.0,2017-10-17,I like this movies soo much. I'm watching it 5 times on http://moviesonline.fm/watch/VdP9PPvL-zootopia.html .That web sub funny it make me relax.,21,en,like movie soo much watching time http moviesonline fm watch vdp ppvl zootopia html web sub funny make relax,2017-10,19
4.5,2017-10-10,"BEST. MOVIE. EVER. Disney effectively tackles racism, with a beautiful and well written plot.",14,en,best movie ever disney effectively tackle racism beautiful well written plot,2017-10,11
4.0,2017-10-09,Great animated movie with a predictable plot and a great message,11,en,great animated movie predictable plot great message,2017-10,7
4.0,2017-10-07,It was a very enjoyable movie form music to actual plot just felt bord in a few parts overall it is a great movie!,24,en,enjoyable movie form music actual plot felt bord part overall great movie,2017-10,12
5.0,2017-09-30,"Disney is always surprising me with its great animated movies. It's really has a very good elements to add of its movies, that I didn't find them in any other animated movie. The most important element is the surprising element. It really got me in this movie, it was really effective. The second element is the animation, it was absolutely perfect. The third is comedy, it was really hilarious. The fourth is the action sequences, it was really amazing and talented. The fifth is the cast (voices), it was very talented and they are just voices, they really got me closer to the movie and they are just voices. The sixth is never get bored of watching it, I watched it 26 times and never got bored of it! It really deserves 5/5. I would give it more if I could!",141,en,disney always surprising great animated movie really good element add movie find animated movie important element surprising element really got movie really effective second element animation absolutely perfect third comedy really hilarious fourth action sequence really amazing talented fifth cast voice talented voice really got closer movie voice sixth never get bored watching watched time never got bored really deserves would give could,2017-09,63
5.0,2017-09-24,I LOVED THIS MOVIE! EVERYTHING ABOUT IT! HERE'S WHY: -Great Animation -Great Plot -Good Voice acting and of course -Good Jokes I'd recommended this film to everyone who didn't watch it! I will give this film 10 stars.,38,en,loved movie everything great animation great plot good voice acting course good joke recommended film everyone watch give film star,2017-09,20
2.5,2017-09-20,"I didn't know what to think about this movie before I saw it. There was so much hype I was afraid to be disappointed. All I knew was that it was highly anticipated, and when it came out people went crazy for it. Critics and audiences alike loved this movie for being ""real,"" and coming out at ""just the right time in America."" This was mainly due to the fact that film talks a lot about race, while not talking directly about race. You see, it's like Paddington, Babar, or Curious George in that way. It talks about race, but only through animals. So it's not actually portraying people of color, but using anthropomorphic creatures to do so. The movie would have been so much more effective if they animated people of color and the institutions which keep white people privileged. But they don't. Instead it's incredibly confusing when it comes to who are the haves, and who are the have nots. They may have done this to be ambiguous in order to show that many people are intersectional, but because they're animals, it doesn't really work that way. Like do black sheep have different standards and societal expectations than white sheep? The animal allegory doesn't work unless they're all the same animal because it literally shows us that races are different species (eugenics), when that isn't true. Lastly, you can map out the plot from a mile away. So let's dive into the good, the bad and the ugly, with Zootopia. Very simply put, the movie is about a rabbit and a fox. The rabbit, named Judy, wants to be a cop. But because she's a prey animal and also a woman - they don't really address gender that much, but for the sake of this review, I will - she's not supposed to be a cop, she's supposed to remain a little farm bunny. But like most Disney female characters she wants more than ""this provincial life,"" so she moves to Zootopia, a utopian city where prey and predator live together in harmony. This of course isn't true as Judy soon finds out. She faces prejudice as a prey animal at work and in the city, but decides to take her destiny in her own paws. She tackles a huge who done it mystery case and teams up with a criminal fox, Nick, and the unlikely duo solves the crime. The villain (spoilers) turns out to be a white sheep, a seemingly innocent prey animal. All in all, the moral is, looks can be deceiving, and anyone can be whatever they want to be, no matter what society says. I love the land of Zootopia. I think it's so creative how they make a Sahara part, a jungle part, a tundra part, and even a tiny rodent village. That's awesome! But aside from a few scenes, they don't really show much of the city. I also don't like how the animal allegory has so many plot holes. And this is mainly because the movie uses animals instead of people! Lastly, Shakira and Judy are constantly sexualized. The villain is obvious and the movie is long. Sitting through the misunderstanding between Nick and Judy was agonizing. So, the racial allegory, does it do its job? No. I was constantly confused in the movie if they were trying to confirm that reverse racism exists. Sometimes it seemed as though the prey were the people of color and the predators were white. This happens when Nick tries touching the sheep's hair and Judy says, ""You know you can't just touch a sheep's wool."" This is obviously mimicking real life, when you can't just go up and touch a black person's hair. Sometimes it makes it seem as though it's the other way around, and the prey are white and the people of color are predators. What the f*ck? This can be seen when the prey animals are trying to ""civilize"" the predators. The predators are thugs and ""black."" This can be seen with the jaguar who goes ""savage"" because savagery is a trait put on African Americans as well as indigenous people. So does that mean the prey is white and the people of color are predators? Maybe they're saying that the white people (prey) are actually the savages and taking a Pocahontas/Paddington route? I just don't know. And that's a problem because if the movie is going for a racial allegory, then it has to be clear. But instead it's muddled because Disney was too afraid to use people, so they used cute little animals to tell their ""progressive"" story. I also didn't like the comedic elements in the film. There was the nudist thing. Was that supposed to be funny? Animals not wearing clothes, ha-ha? Then The Godfather references were meh. It's been done before. Then of course you have the Disney/Pixar trope of juxtaposing an animal's size with the type of voice it has. In Zootopia, there's a small animal with a deep voice. It's similar to Up with the evil dog having a high pitched voice, or the cute baby form The Incredibles who is actually the devil. I'm TIRED OF IT. The other problematic part I have with the film is the sexualization of animals. I know they're supposed to be anthropomorphic and take on human qualities. But really, we're going give a bunny boobs and hips? We're going to sexualize Giselle -Shakira's character - by having the camera hold on her animal butt uncomfortably? These are animals! They're not sexy. Well, maybe they are to some people, but it's also adding to the sexualization of female characters. The men are not sexualized the same way the women are. In fact, the men are able to have a wide range of body types, while the females are given very little. But as for the main characters, Judy's body is much more ""feminine"" than Nick's. Nick just looks like a fox on his hind legs, but Judy is given curves, why, if not to titillate the presumably straight men watching it. I guess if I had to say something I liked about the film, it would have to be my favorite scene. I love the part where Judy is spying on Nick and discovers his undercover Popsicle scheme. It's really cool seeing different parts of the city, how his life works, and the different animals he meets. Nick, unlike Judy, rolls with his stereotype as the ""sly fox."" But this brings me to another problem, some animals fit into their stereotypes while others don't. Why is this? To create a wide range of characters, or for comedic effect? Ha-ha that animal doesn't fit into our expectations; therefore it's funny because they're different. I think the best example of this is the overweight cheetah who works the front desk at the Zootopia police department. He's a stereotypical fat, donut eating cop. But he's also fat, and a cheetah. Does that give his character depth? No, they just use him as a pawn to make some jokes with. There is a point where he has to move to the back of the office because predators are now scary, I don't know if he's supposed to be black or white here... he could be black because a lot of people in the human world discriminate against black people because they're not as universal as white people are. They're also seen as meaner and ruder. Therefore, why would you want one welcoming you at the front desk? Or could it be he's losing his white privilege? The movie doesn't make that very clear. So some animals fit into a stereotype, others don't (Judy). That fits in with the message that looks are deceiving, but sometimes looks are also true? Like cops eat donuts? The DMV are sloths? Also, in the end Nick and Judy get together, is that an allegory for an in interracial couple? Why didn't they just use real people? It would have been so much more effective. Also, if it is supposed to be a race allegory, can we tell what races/ethnicities the actors are by their voices? In my opinion, that's a common way people can make things seem ""diverse."" Of course it's impossible to know what race a person is by their voice, but it is used on the radio all the time to make their shows seem ""diverse."" Do you think it was used here? I knew the two leads were voiced by white people, I knew the Indian elephant was voiced by someone of Indian descent, and I knew that Mrs. Otterton was voiced by a black woman. I didn't know Chief Bogo was voiced by a black man however. This clearly shows that you can't tell what race people are by their voice, but that is the intention of some media, especially when the character is just a voice. And I think voice acting in animated shows use this trick too, in order to prove they have a diverse cast they may want to hire people with more of an 'accent' than others. And because of this, I was socialized to associate the hyenas from The Lion King, with black people. Thanks Disney. Overall, I just don't get it. I don't think the movie is ground breaking or diverse in anyway. I don't think the morals are very strong seeing that they're using animals to tell a human story. Wouldn't it have been stronger to tell it with real kids? Reflect real life with real people? Even CGI people would have been better than this. I give it a 7/10, and in my opinion, I'm being lenient.",1614,en,know think movie saw much hype afraid disappointed knew highly anticipated came people went crazy critic audience alike loved movie real coming right time america mainly due fact film talk lot race talking directly race see like paddington babar curious george way talk race animal actually portraying people color using anthropomorphic creature movie would much effective animated people color institution keep white people privileged instead incredibly confusing come have nots may done ambiguous order show many people intersectional animal really work way like black sheep different standard societal expectation white sheep animal allegory work unless animal literally show u race different specie eugenics true lastly map plot mile away let dive good bad ugly zootopia simply put movie rabbit fox rabbit named judy want cop prey animal also woman really address gender much sake review supposed cop supposed remain little farm bunny like disney female character want provincial life move zootopia utopian city prey predator live together harmony course true judy soon find face prejudice prey animal work city decides take destiny paw tackle huge done mystery case team criminal fox nick unlikely duo solves crime villain spoiler turn white sheep seemingly innocent prey animal moral look deceiving anyone whatever want matter society say love land zootopia think creative make sahara part jungle part tundra part even tiny rodent village awesome aside scene really show much city also like animal allegory many plot hole mainly movie us animal instead people lastly shakira judy constantly sexualized villain obvious movie long sitting misunderstanding nick judy agonizing racial allegory job constantly confused movie trying confirm reverse racism exists sometimes seemed though prey people color predator white happens nick try touching sheep hair judy say know touch sheep wool obviously mimicking real life go touch black person hair sometimes make seem though way around prey white people color predator f ck seen prey animal trying civilize predator predator thug black seen jaguar go savage savagery trait put african american well indigenous people mean prey white people color predator maybe saying white people prey actually savage taking pocahontas paddington route know problem movie going racial allegory clear instead muddled disney afraid use people used cute little animal tell progressive story also like comedic element film nudist thing supposed funny animal wearing clothes ha ha godfather reference meh done course disney pixar trope juxtaposing animal size type voice zootopia small animal deep voice similar evil dog high pitched voice cute baby form incredibles actually devil tired problematic part film sexualization animal know supposed anthropomorphic take human quality really going give bunny boob hip going sexualize giselle shakira character camera hold animal butt uncomfortably animal sexy well maybe people also adding sexualization female character men sexualized way woman fact men able wide range body type female given little main character judy body much feminine nick nick look like fox hind leg judy given curve titillate presumably straight men watching guess say something liked film would favorite scene love part judy spying nick discovers undercover popsicle scheme really cool seeing different part city life work different animal meet nick unlike judy roll stereotype sly fox brings another problem animal fit stereotype others create wide range character comedic effect ha ha animal fit expectation therefore funny different think best example overweight cheetah work front desk zootopia police department stereotypical fat donut eating cop also fat cheetah give character depth use pawn make joke point move back office predator scary know supposed black white could black lot people human world discriminate black people universal white people also seen meaner ruder therefore would want one welcoming front desk could losing white privilege movie make clear animal fit stereotype others judy fit message look deceiving sometimes look also true like cop eat donut dmv sloth also end nick judy get together allegory interracial couple use real people would much effective also supposed race allegory tell race ethnicity actor voice opinion common way people make thing seem diverse course impossible know race person voice used radio time make show seem diverse think used knew two lead voiced white people knew indian elephant voiced someone indian descent knew mr otterton voiced black woman know chief bogo voiced black man however clearly show tell race people voice intention medium especially character voice think voice acting animated show use trick order prove diverse cast may want hire people accent others socialized associate hyena lion king black people thanks disney overall get think movie ground breaking diverse anyway think moral strong seeing using animal tell human story stronger tell real kid reflect real life real people even cgi people would better give opinion lenient,2017-09,767
5.0,2017-09-20,"Honestly one of the best movies Disney has made in years. Beautiful animation, wonderful voice-acting, and great art direction combined with a script that isn't afraid to tackle prejudice as a complex and hard to solve issue make for a emotional and thought-provoking movie that's also fun. Just the right balance of humor and serious drama to deliver a powerful message without feeling heavy-handed or uncomfortable to sit through.",69,en,honestly one best movie disney made year beautiful animation wonderful voice acting great art direction combined script afraid tackle prejudice complex hard solve issue make emotional thought provoking movie also fun right balance humor serious drama deliver powerful message without feeling heavy handed uncomfortable sit,2017-09,45
4.0,2017-09-20,A pretty good movie with a good message for kids.,10,en,pretty good movie good message kid,2017-09,6
5.0,2017-09-18,"A witty, charming film. It is packed with plenty of wit and charm, and will entertain children and adults alike.",20,en,witty charming film packed plenty wit charm entertain child adult alike,2017-09,11
5.0,2017-09-16,"Fast, funny, Brilliantly told story, Animation that Unbelievable, and relatable and lovable characters. This is Disney's Best movie Since The Lion King",22,en,fast funny brilliantly told story animation unbelievable relatable lovable character disney best movie since lion king,2017-09,16
3.0,2017-09-16,"It's fine, very cute. Nothing special though. Good songs in the movie though.",13,en,fine cute nothing special though good song movie though,2017-09,9
5.0,2017-09-13,"Regardless of age, you are probably going to enjoy this film and for good reason. Zootopia, or Zootropolis for some reason if you like in the UK, is a story about Judy Hops, a bunny who moves from the countryside to Zootopia, a bustling mammal metropolis, where she's determined to prove herself as the first bunny cop. When animals start disappearing, Judy is forced to work with Nick Wilde, a fox, in order to crack the case. This is a very clever animated film dealing with racism, sexism and a lot of serious issues in a light hearted and entertaining way that kids will be able to enjoy and with a lot little references that adults will pick up on. It's also a fun and rather action packed adventure with excellent voice acting, Ginnifer Goodwin and Jason Bateman playing Judy and Nick and an assortment of famous voices throughout. Well written, funny and entertaining, the only downside I can think of is you will drive your friends crazy endlessly humming the theme tune for days afterwards.",176,en,regardless age probably going enjoy film good reason zootopia zootropolis reason like uk story judy hop bunny move countryside zootopia bustling mammal metropolis determined prove first bunny cop animal start disappearing judy forced work nick wilde fox order crack case clever animated film dealing racism sexism lot serious issue light hearted entertaining way kid able enjoy lot little reference adult pick also fun rather action packed adventure excellent voice acting ginnifer goodwin jason bateman playing judy nick assortment famous voice throughout well written funny entertaining downside think drive friend crazy endlessly humming theme tune day afterwards,2017-09,96
5.0,2017-09-13,"Awesome! Amazing animation, gorgeous concepts and setting. Story is really solid and enjoyable. Every character is likeable and is full of their own humor. Finishes off the arc and ties up all lose ends, but has lots of potential as a franchise. Highly recommend!",44,en,awesome amazing animation gorgeous concept setting story really solid enjoyable every character likeable full humor finish arc tie lose end lot potential franchise highly recommend,2017-09,25
5.0,2017-09-07,Worth seeing just for the Sloths at the Department of Motor Vehicles,12,en,worth seeing sloth department motor vehicle,2017-09,6
5.0,2017-09-05,"This movie was FANTASTIC!! The story was very well-written and not a single plothole, the characters was very good development which all characters are likeable especially Nick and Judy which are excellent character model, the animation are excellent because the way they animate the animal as they pretend to be human the way they walk, run, talk, emotion, and so even more. I do get it why they named zootopia because imagine there's a city and animal in one place. the zoo is where all animal are used to live in their park where all people went there to learn more about those animal while utopia is perfect place where they can live and explore. if you combine these words together minus u, then they named zootopia zootopia is where all animal travel in the city place to place. all animal race which known as prey and predator travel in zootopia. they do all of their action like what human does in this city. Finally, the moral of this story is try everything even it hard to get the job. that message is very good. Let talk about Judy. Judy the rabbit was the excellent example because she believe herself and want to be the first rabbit to be the police officer at the Zootopia. even her parent thought it's too dangerous and challenge can be very difficult, she never give up her dream, past all challenge, and become the police officer. Also, another good example outside of the movie is that even you lose your job, it doesn't mean it the end of your life, there are many job you can go to and you can try everything to make your life better. this movie is really good and I very highly recommend to watch this movie Warning: this movie may not for small children dues to violence, scary, and some sense where children are not suppose to see.",320,en,movie fantastic story well written single plothole character good development character likeable especially nick judy excellent character model animation excellent way animate animal pretend human way walk run talk emotion even get named zootopia imagine city animal one place zoo animal used live park people went learn animal utopia perfect place live explore combine word together minus u named zootopia zootopia animal travel city place place animal race known prey predator travel zootopia action like human city finally moral story try everything even hard get job message good let talk judy judy rabbit excellent example believe want first rabbit police officer zootopia even parent thought dangerous challenge difficult never give dream past challenge become police officer also another good example outside movie even lose job mean end life many job go try everything make life better movie really good highly recommend watch movie warning movie may small child due violence scary sense child suppose see,2017-09,155
5.0,2017-09-02,"I love this movie so much that I so it in the Theater 6 times and I found it funny zootopia is a city of all breeds predator and prey all get a long, how ever I would say this movie is a mystery movie Judy hops and Nick are on a adventure to solve a case! Now you must figure out how it is the mystery movie!",68,en,love movie much theater time found funny zootopia city breed predator prey get long ever would say movie mystery movie judy hop nick adventure solve case must figure mystery movie,2017-09,30
2.0,2017-08-30,i luv this movie but i dont giv a shit and i hated this movie. wtf,16,en,luv movie dont giv shit hated movie wtf,2017-08,8
3.5,2017-08-30,I don't really know what to say.,7,en,really know say,2017-08,3
5.0,2017-08-25,"This was a fantastic animated film. Kids and adults alike will enjoy it. There is plenty of storyline to keep an adult interested. It reminds me of the cop movies made for adults, but with a twist.",37,en,fantastic animated film kid adult alike enjoy plenty storyline keep adult interested reminds cop movie made adult twist,2017-08,18
4.5,2017-08-25,One of my favorite movies. Docking half a star only because some of the jokes were a little childish/corny for my taste.,22,en,one favorite movie docking half star joke little childish corny taste,2017-08,11
5.0,2017-08-24,"The Greatest Animated Movie of All Time! This movie is an absolute masterpiece, not only because its wonderful way that The Greatest Animated Movie of All Time! This movie is an absolute masterpiece, not only because its wonderful way that gives its many messages in; but also because the importance of its messages in themselves and how smart they are and relevant to nowadays, and also how much the children really need these morals nowadays. Also, it's beautifully animated and the talented cast voices suit their characters perfectly. It has a plenty of funny scenes which we didn't watch before in any animated movie or even a live-action movie. This movie is like a comedy-adventure-action-crime movie and despite that it never made the viewers feel confused while watching it. The characters are definitely the most complicated characters I've ever seen in an animated movie, each character has its own point of view due to the experiences they get through and that makes each character has different motives and feelings. (10/10)",170,en,greatest animated movie time movie absolute masterpiece wonderful way greatest animated movie time movie absolute masterpiece wonderful way give many message also importance message smart relevant nowadays also much child really need moral nowadays also beautifully animated talented cast voice suit character perfectly plenty funny scene watch animated movie even live action movie movie like comedy adventure action crime movie despite never made viewer feel confused watching character definitely complicated character ever seen animated movie character point view due experience get make character different motif feeling,2017-08,86
4.0,2017-08-23,"""Life isn't some cartoon musical where you sing a little song and all your insipid dreams magically come true. So let it go."" - Grumpy police captain",27,en,life cartoon musical sing little song insipid dream magically come true let go grumpy police captain,2017-08,16
4.5,2017-08-22,"Pretty amazing when a film about a bunny going wishing to break the mould and join up with the police force in a world inhabited by anthropomorphic animals poses better questions about discrimination and minority victimisation than most political dramas do. Disney strike again with a fantastic foray into deep, currently relevant subject matter, masquerading a debate for the ages within a film about cuddly animals. The voice acting is superb, particularly Bateman who voices the morally ambiguous fox Nick Wilde. The animal puns are a plenty and the film is genuinely hilarious in places. Like Inside Out, Zootopia entertains whilst slyly planting ideas and thoughts into your head, cementing Disney as a company that has matured profoundly.",118,en,pretty amazing film bunny going wishing break mould join police force world inhabited anthropomorphic animal pose better question discrimination minority victimisation political drama disney strike fantastic foray deep currently relevant subject matter masquerading debate age within film cuddly animal voice acting superb particularly bateman voice morally ambiguous fox nick wilde animal pun plenty film genuinely hilarious place like inside zootopia entertains whilst slyly planting idea thought head cementing disney company matured profoundly,2017-08,72
4.5,2017-08-16,"Disney presents here an all-round impressive film, colourful and bright for a junior audience and remarkably thoughtful and profound for its older viewers. Visually stunning, the film is accentuated by a talented vocal cast, led by Ginnifer Goodwin who is simply perfect as bunny cop, Judy Hopps and Jason Bateman, with a very Fantastic Mr Fox-esque performance as Nick Wilde. The film's tone verges on some of the most threatening that we have ever seen from Disney, with sociological undertones that, despite being slightly glossed over, unfortunately, still are remarkably noticeable in the narrative. As a whole, the film is wonderfully creative and the world of Zootopia is both imaginatively thought out and stunningly executed. The plot is typical self-discovery, but Zootopia is a mystery flick, at heart. The plot is good, but you cannot help feeling the filmmakers had more potential to explore the world they had created and were holding back a little for what could have made the film more interesting. This is real nitpicking though; for the most part, Zootopia is one of the best Disney films ever made, certainly the best of the modern Renaissance. It has enough fun and visual thrills to please younger children, but a deeper message lies beneath for older audience members mature enough to notice, a nice touch we haven't seen in Disney outings for a while. This is all executed by stunning animation and a talented cast, making Zootopia a near perfect package.",244,en,disney present round impressive film colourful bright junior audience remarkably thoughtful profound older viewer visually stunning film accentuated talented vocal cast led ginnifer goodwin simply perfect bunny cop judy hopps jason bateman fantastic mr fox esque performance nick wilde film tone verge threatening ever seen disney sociological undertone despite slightly glossed unfortunately still remarkably noticeable narrative whole film wonderfully creative world zootopia imaginatively thought stunningly executed plot typical self discovery zootopia mystery flick heart plot good cannot help feeling filmmaker potential explore world created holding back little could made film interesting real nitpicking though part zootopia one best disney film ever made certainly best modern renaissance enough fun visual thrill please younger child deeper message lie beneath older audience member mature enough notice nice touch seen disney outing executed stunning animation talented cast making zootopia near perfect package,2017-08,138
4.0,2017-08-12,"Wow, loved it. I've finally watched Zootopia and I'm glad I did. Beautifully executed, and one that deserves to be placed as one of the all time best animated films for its compelling narrative, inspired creativity, and beautiful execution. Not just good for kids, great for adults too.",48,en,wow loved finally watched zootopia glad beautifully executed one deserves placed one time best animated film compelling narrative inspired creativity beautiful execution good kid great adult,2017-08,26
